Timestamp(UTC UNIX),Timestamp (AEST Local), X,Y, Gaze on Left, Gaze on Middle, Gaze on Right
'1713071190343,'2024-04-14 15:06:30.343,760,333.5,0,1,0
'1713071191554,'2024-04-14 15:06:31.554,760,333.5,0,1,0
'1713071191609,'2024-04-14 15:06:31.609,760,333.5,0,1,0
'1713071191710,'2024-04-14 15:06:31.710,760,333.5,0,1,0
'1713071191760,'2024-04-14 15:06:31.760,760,333.5,0,1,0
'1713071191787,'2024-04-14 15:06:31.787,760,333.5,0,1,0
'1713071191813,'2024-04-14 15:06:31.813,760,333.5,0,1,0
'1713071191830,'2024-04-14 15:06:31.830,760,333.5,0,1,0
'1713071191856,'2024-04-14 15:06:31.856,760,333.5,0,1,0
'1713071191881,'2024-04-14 15:06:31.881,760,333.5,0,1,0
'1713071191907,'2024-04-14 15:06:31.907,760,333.5,0,1,0
'1713071191924,'2024-04-14 15:06:31.924,760,333.5,0,1,0
'1713071191966,'2024-04-14 15:06:31.966,760,333.5,0,1,0
'1713071191983,'2024-04-14 15:06:31.983,760,333.5,0,1,0
'1713071192009,'2024-04-14 15:06:32.009,760,333.5,0,1,0
'1713071192035,'2024-04-14 15:06:32.035,760,333.5,0,1,0
'1713071192052,'2024-04-14 15:06:32.052,760,333.5,0,1,0
'1713071192070,'2024-04-14 15:06:32.070,760,333.5,0,1,0
'1713071192096,'2024-04-14 15:06:32.096,760,333.5,0,1,0
'1713071192112,'2024-04-14 15:06:32.112,760,333.5,0,1,0
'1713071192139,'2024-04-14 15:06:32.139,760,333.5,0,1,0
'1713071192148,'2024-04-14 15:06:32.148,760,333.5,0,1,0
'1713071192183,'2024-04-14 15:06:32.183,760,333.5,0,1,0
'1713071192191,'2024-04-14 15:06:32.191,760,333.5,0,1,0
'1713071192217,'2024-04-14 15:06:32.217,760,333.5,0,1,0
'1713071192292,'2024-04-14 15:06:32.292,760,333.5,0,1,0
'1713071192317,'2024-04-14 15:06:32.317,760,333.5,0,1,0
'1713071192334,'2024-04-14 15:06:32.334,760,333.5,0,1,0
'1713071192351,'2024-04-14 15:06:32.351,760,333.5,0,1,0
'1713071192368,'2024-04-14 15:06:32.368,760,333.5,0,1,0
'1713071192386,'2024-04-14 15:06:32.386,760,333.5,0,1,0
'1713071192404,'2024-04-14 15:06:32.404,760,333.5,0,1,0
'1713071192420,'2024-04-14 15:06:32.420,760,333.5,0,1,0
'1713071192429,'2024-04-14 15:06:32.429,760,333.5,0,1,0
'1713071192446,'2024-04-14 15:06:32.446,760,333.5,0,1,0
'1713071192464,'2024-04-14 15:06:32.464,760,333.5,0,1,0
'1713071192489,'2024-04-14 15:06:32.489,760,333.5,0,1,0
'1713071192505,'2024-04-14 15:06:32.505,760,333.5,0,1,0
'1713071192522,'2024-04-14 15:06:32.522,760,333.5,0,1,0
'1713071192539,'2024-04-14 15:06:32.539,760,333.5,0,1,0
'1713071192547,'2024-04-14 15:06:32.547,760,333.5,0,1,0
'1713071192564,'2024-04-14 15:06:32.564,760,333.5,0,1,0
'1713071192583,'2024-04-14 15:06:32.583,760,333.5,0,1,0
'1713071192601,'2024-04-14 15:06:32.601,760,333.5,0,1,0
'1713071192617,'2024-04-14 15:06:32.617,760,333.5,0,1,0
'1713071192635,'2024-04-14 15:06:32.635,760,333.5,0,1,0
'1713071192644,'2024-04-14 15:06:32.644,760,333.5,0,1,0
'1713071192662,'2024-04-14 15:06:32.662,760,333.5,0,1,0
'1713071192680,'2024-04-14 15:06:32.680,760,333.5,0,1,0
'1713071192697,'2024-04-14 15:06:32.697,760,333.5,0,1,0
'1713071192721,'2024-04-14 15:06:32.721,760,333.5,0,1,0
'1713071192730,'2024-04-14 15:06:32.730,760,333.5,0,1,0
'1713071192756,'2024-04-14 15:06:32.756,760,333.5,0,1,0
'1713071192774,'2024-04-14 15:06:32.774,760,333.5,0,1,0
'1713071192783,'2024-04-14 15:06:32.783,760,333.5,0,1,0
'1713071192800,'2024-04-14 15:06:32.800,760,333.5,0,1,0
'1713071192817,'2024-04-14 15:06:32.817,760,333.5,0,1,0
'1713071192826,'2024-04-14 15:06:32.826,760,333.5,0,1,0
'1713071192844,'2024-04-14 15:06:32.844,760,333.5,0,1,0
'1713071192860,'2024-04-14 15:06:32.860,760,333.5,0,1,0
'1713071192877,'2024-04-14 15:06:32.877,760,333.5,0,1,0
'1713071192886,'2024-04-14 15:06:32.886,760,333.5,0,1,0
'1713071192903,'2024-04-14 15:06:32.903,760,333.5,0,1,0
'1713071192911,'2024-04-14 15:06:32.911,760,333.5,0,1,0
'1713071192928,'2024-04-14 15:06:32.928,760,333.5,0,1,0
'1713071192945,'2024-04-14 15:06:32.945,760,333.5,0,1,0
'1713071192963,'2024-04-14 15:06:32.963,760,333.5,0,1,0
'1713071192971,'2024-04-14 15:06:32.971,760,333.5,0,1,0
'1713071192987,'2024-04-14 15:06:32.987,760,333.5,0,1,0
'1713071193013,'2024-04-14 15:06:33.013,760,333.5,0,1,0
'1713071193041,'2024-04-14 15:06:33.041,760,333.5,0,1,0
'1713071193057,'2024-04-14 15:06:33.057,760,333.5,0,1,0
'1713071193083,'2024-04-14 15:06:33.083,760,333.5,0,1,0
'1713071193109,'2024-04-14 15:06:33.109,760,333.5,0,1,0
'1713071193135,'2024-04-14 15:06:33.135,760,333.5,0,1,0
'1713071193168,'2024-04-14 15:06:33.168,760,333.5,0,1,0
'1713071193185,'2024-04-14 15:06:33.185,760,333.5,0,1,0
'1713071193202,'2024-04-14 15:06:33.202,760,333.5,0,1,0
'1713071193220,'2024-04-14 15:06:33.220,760,333.5,0,1,0
'1713071193238,'2024-04-14 15:06:33.238,760,333.5,0,1,0
'1713071193262,'2024-04-14 15:06:33.262,760,333.5,0,1,0
'1713071193287,'2024-04-14 15:06:33.287,760,333.5,0,1,0
'1713071193305,'2024-04-14 15:06:33.305,760,333.5,0,1,0
'1713071193467,'2024-04-14 15:06:33.467,760,333.5,0,1,0
'1713071193675,'2024-04-14 15:06:33.675,760,333.5,0,1,0
'1713071193701,'2024-04-14 15:06:33.701,760,333.5,0,1,0
'1713071193726,'2024-04-14 15:06:33.726,760,333.5,0,1,0
'1713071193743,'2024-04-14 15:06:33.743,760,333.5,0,1,0
'1713071193770,'2024-04-14 15:06:33.770,760,333.5,0,1,0
'1713071193788,'2024-04-14 15:06:33.788,760,333.5,0,1,0
'1713071193805,'2024-04-14 15:06:33.805,760,333.5,0,1,0
'1713071193822,'2024-04-14 15:06:33.822,760,333.5,0,1,0
'1713071193847,'2024-04-14 15:06:33.847,760,333.5,0,1,0
'1713071193864,'2024-04-14 15:06:33.864,760,333.5,0,1,0
'1713071193880,'2024-04-14 15:06:33.880,760,333.5,0,1,0
'1713071193915,'2024-04-14 15:06:33.915,760,333.5,0,1,0
'1713071193933,'2024-04-14 15:06:33.933,760,333.5,0,1,0
