Timestamp UNIX,Timestamp Local, X,Y, Left Pupil Diameter, Right Pupil Diameter, Gaze on Left, Gaze on Middle, Gaze on Right
'1714460462945,'2024-04-30 17:01:02.945,-186.4087,-103.5827,2.976181,3.081223,1,1,0,0,0
'1714460462958,'2024-04-30 17:01:02.958,-186.4488,-103.2112,2.980133,3.081238,1,1,0,0,0
'1714460462976,'2024-04-30 17:01:02.976,-186.3708,-103.1541,2.980118,3.079239,1,1,0,0,0
'1714460462985,'2024-04-30 17:01:02.985,-186.4259,-103.3313,2.980103,3.081345,1,1,0,0,0
'1714460463003,'2024-04-30 17:01:03.003,-186.4433,-102.5,2.976593,3.081802,1,1,0,0,0
'1714460463011,'2024-04-30 17:01:03.011,-186.5723,-102.2271,2.969894,3.080017,1,1,0,0,0
'1714460463029,'2024-04-30 17:01:03.029,-186.4641,-102.3159,2.969788,3.079224,1,1,0,0,0
'1714460463038,'2024-04-30 17:01:03.038,-185.5544,-102.4398,2.96434,3.076141,1,1,0,0,0
'1714460463047,'2024-04-30 17:01:03.047,-185.9232,-104.0192,2.981094,3.096222,1,1,0,0,0
'1714460463065,'2024-04-30 17:01:03.065,-172.3998,-104.4109,3.011108,3.136673,1,1,0,0,0
'1714460463074,'2024-04-30 17:01:03.074,-55.76711,-86.18592,3.022095,3.121521,1,1,0,0,1
'1714460463092,'2024-04-30 17:01:03.092,-24.49854,-74.02807,3.067596,3.131821,1,1,0,0,1
'1714460463101,'2024-04-30 17:01:03.101,3.089146,-39.72966,3.067078,3.059631,1,1,0,1,0
'1714460463119,'2024-04-30 17:01:03.119,18.38729,-34.48786,3.15799,3.060028,1,1,0,1,0
'1714460463128,'2024-04-30 17:01:03.128,6.763651,-34.21917,3.09552,3.065155,1,1,0,1,0
'1714460463146,'2024-04-30 17:01:03.146,-2.875713,-44.11601,3.115967,3.062439,1,1,0,1,0
'1714460463155,'2024-04-30 17:01:03.155,2.39297,-35.47146,3.078979,3.094055,1,1,0,1,0
'1714460463164,'2024-04-30 17:01:03.164,3.090949,-40.22945,3.118225,3.092865,1,1,0,1,0
'1714460463181,'2024-04-30 17:01:03.181,4.296105,-38.27268,3.111359,3.085709,1,1,0,1,0
'1714460463190,'2024-04-30 17:01:03.190,-42.50047,-51.76622,3.074265,3.088837,1,1,0,0,1
'1714460463208,'2024-04-30 17:01:03.208,-45.61044,-54.33891,3.080933,3.095642,1,1,0,0,1
'1714460463217,'2024-04-30 17:01:03.217,-45.5063,-52.59626,3.087509,3.096451,1,1,0,0,1
'1714460463235,'2024-04-30 17:01:03.235,-45.6248,-53.16032,3.101242,3.09642,1,1,0,0,1
'1714460463244,'2024-04-30 17:01:03.244,-45.88567,-52.71962,3.088165,3.091339,1,1,0,0,1
'1714460463253,'2024-04-30 17:01:03.253,-46.25209,-54.00401,3.089264,3.091141,1,1,0,0,1
'1714460463271,'2024-04-30 17:01:03.271,-46.37426,-54.61612,3.082947,3.087646,1,1,0,0,1
'1714460463280,'2024-04-30 17:01:03.280,-44.93156,-52.0598,3.078079,3.086411,1,1,0,0,1
'1714460463298,'2024-04-30 17:01:03.298,-51.77906,-51.09553,2.895142,2.962784,1,1,0,0,1
'1714460463307,'2024-04-30 17:01:03.307,-24.77935,-32.84439,2.898911,2.921066,1,1,0,1,0
'1714460463324,'2024-04-30 17:01:03.324,-18.64606,-10.28578,2.861801,2.878571,1,1,0,1,0
'1714460463333,'2024-04-30 17:01:03.333,-14.41961,8.481209,2.796967,2.869232,1,1,0,1,0
'1714460463351,'2024-04-30 17:01:03.351,-13.3878,3.482583,2.762604,2.816345,1,1,0,1,0
'1714460463360,'2024-04-30 17:01:03.360,-17.01829,1.358374,2.711517,2.82869,1,1,0,1,0
'1714460463378,'2024-04-30 17:01:03.378,-16.7755,0.7062116,2.770203,2.861526,1,1,0,1,0
'1714460463387,'2024-04-30 17:01:03.387,-16.86123,0.7574556,2.730484,2.803482,1,1,0,1,0
'1714460463396,'2024-04-30 17:01:03.396,-17.31152,1.051582,2.744034,2.797943,1,1,0,1,0
'1714460463414,'2024-04-30 17:01:03.414,-27.32871,0.4953678,2.649506,2.81871,1,1,0,1,0
'1714460463423,'2024-04-30 17:01:03.423,-28.18839,49.35935,2.541916,2.693909,1,1,0,1,0
'1714460463441,'2024-04-30 17:01:03.441,-20.78339,71.08437,2.455566,2.673615,1,1,1,0,0
'1714460463450,'2024-04-30 17:01:03.450,-12.92142,98.23554,2.658539,2.566315,1,1,1,0,0
'1714460463468,'2024-04-30 17:01:03.468,-17.45991,93.18978,2.612503,2.561859,1,1,1,0,0
'1714460463477,'2024-04-30 17:01:03.477,-16.29684,84.27512,2.527878,2.579254,1,1,1,0,0
'1714460463486,'2024-04-30 17:01:03.486,-24.69385,79.32152,2.553787,2.622955,1,1,1,0,0
'1714460463503,'2024-04-30 17:01:03.503,-24.20114,77.62743,2.548798,2.621902,1,1,1,0,0
'1714460463512,'2024-04-30 17:01:03.512,-23.70107,77.89727,2.533188,2.615601,1,1,1,0,0
'1714460463530,'2024-04-30 17:01:03.530,-22.5751,77.53442,2.532852,2.596405,1,1,1,0,0
'1714460463539,'2024-04-30 17:01:03.539,-1.289992,81.86286,2.513062,2.609482,1,1,1,0,0
'1714460463557,'2024-04-30 17:01:03.557,-7.236053,80.92168,2.513077,2.610901,1,1,1,0,0
'1714460463566,'2024-04-30 17:01:03.566,-9.303715,81.10175,2.507645,2.611877,1,1,1,0,0
'1714460463584,'2024-04-30 17:01:03.584,-13.00094,80.66264,2.507996,2.600143,1,1,1,0,0
'1714460463593,'2024-04-30 17:01:03.593,-17.0925,80.8168,2.498764,2.600876,1,1,1,0,0
'1714460463602,'2024-04-30 17:01:03.602,-17.88727,81.31159,2.490112,2.588531,1,1,1,0,0
'1714460463620,'2024-04-30 17:01:03.620,-17.74577,80.62586,2.459473,2.580093,1,1,1,0,0
'1714460463629,'2024-04-30 17:01:03.629,-17.56617,80.94768,2.460602,2.580353,1,1,1,0,0
'1714460463647,'2024-04-30 17:01:03.647,-21.12719,81.50368,2.461441,2.573334,1,1,1,0,0
'1714460463656,'2024-04-30 17:01:03.656,-21.97706,80.77895,2.454041,2.577194,1,1,1,0,0
'1714460463673,'2024-04-30 17:01:03.673,-20.64428,80.62476,2.447617,2.569778,1,1,1,0,0
