Timestamp UNIX,Timestamp Local, X,Y, Left Pupil Diameter, Right Pupil Diameter, Left Eye Openness, Right Eye Openness, Gaze on Left, Gaze on Middle, Gaze on Right
'1731041625732,'2024-11-08 15:53:45.732,0,200,-1,-1,-1,-1,0,0,0
'1731041625749,'2024-11-08 15:53:45.749,0,200,-1,-1,-1,-1,0,0,0
'1731041625757,'2024-11-08 15:53:45.757,0,200,-1,-1,-1,-1,0,0,0
'1731041625766,'2024-11-08 15:53:45.766,0,200,-1,-1,-1,-1,0,0,0
'1731041625775,'2024-11-08 15:53:45.775,0,200,-1,-1,-1,-1,0,0,0
'1731041625793,'2024-11-08 15:53:45.793,0,200,-1,-1,-1,-1,0,0,0
'1731041625802,'2024-11-08 15:53:45.802,0,200,-1,-1,-1,-1,0,0,0
'1731041625818,'2024-11-08 15:53:45.818,0,200,-1,-1,-1,-1,0,0,0
'1731041625827,'2024-11-08 15:53:45.827,0,200,-1,-1,-1,-1,0,0,0
'1731041625843,'2024-11-08 15:53:45.843,0,200,-1,-1,-1,-1,0,0,0
'1731041625852,'2024-11-08 15:53:45.852,0,200,-1,-1,-1,-1,0,0,0
'1731041625861,'2024-11-08 15:53:45.861,0,200,-1,-1,-1,-1,0,0,0
'1731041625870,'2024-11-08 15:53:45.870,0,200,-1,-1,-1,-1,0,0,0
'1731041625888,'2024-11-08 15:53:45.888,0,200,-1,-1,-1,-1,0,0,0
'1731041625896,'2024-11-08 15:53:45.896,0,200,-1,-1,-1,-1,0,0,0
'1731041625904,'2024-11-08 15:53:45.904,0,200,-1,-1,-1,-1,0,0,0
'1731041625921,'2024-11-08 15:53:45.921,0,200,-1,-1,-1,-1,0,0,0
'1731041625930,'2024-11-08 15:53:45.930,0,200,-1,-1,-1,-1,0,0,0
'1731041625946,'2024-11-08 15:53:45.946,0,200,-1,-1,-1,-1,0,0,0
'1731041625954,'2024-11-08 15:53:45.954,0,200,-1,-1,-1,-1,0,0,0
'1731041625971,'2024-11-08 15:53:45.971,0,200,-1,-1,-1,-1,0,0,0
'1731041625987,'2024-11-08 15:53:45.987,0,200,-1,-1,-1,-1,0,0,0
'1731041625996,'2024-11-08 15:53:45.996,0,200,-1,-1,-1,-1,0,0,0
'1731041626004,'2024-11-08 15:53:46.004,0,200,-1,-1,-1,-1,0,0,0
'1731041626021,'2024-11-08 15:53:46.021,0,200,-1,-1,-1,-1,0,0,0
'1731041626030,'2024-11-08 15:53:46.030,0,200,-1,-1,-1,-1,0,0,0
'1731041626039,'2024-11-08 15:53:46.039,0,200,-1,-1,-1,-1,0,0,0
'1731041626056,'2024-11-08 15:53:46.056,0,200,-1,-1,-1,-1,0,0,0
'1731041626064,'2024-11-08 15:53:46.064,0,200,-1,-1,-1,-1,0,0,0
'1731041626081,'2024-11-08 15:53:46.081,0,200,-1,-1,-1,-1,0,0,0
'1731041626090,'2024-11-08 15:53:46.090,0,200,-1,-1,-1,-1,0,0,0
'1731041626098,'2024-11-08 15:53:46.098,0,200,-1,-1,-1,-1,0,0,0
'1731041626106,'2024-11-08 15:53:46.106,0,200,-1,-1,-1,-1,0,0,0
'1731041626123,'2024-11-08 15:53:46.123,0,200,-1,-1,-1,-1,0,0,0
'1731041626140,'2024-11-08 15:53:46.140,0,200,-1,-1,-1,-1,0,0,0
'1731041626149,'2024-11-08 15:53:46.149,0,200,-1,-1,-1,-1,0,0,0
'1731041626157,'2024-11-08 15:53:46.157,0,200,-1,-1,-1,-1,0,0,0
'1731041626166,'2024-11-08 15:53:46.166,0,200,-1,-1,-1,-1,0,0,0
'1731041626184,'2024-11-08 15:53:46.184,0,200,-1,-1,-1,-1,0,0,0
'1731041626192,'2024-11-08 15:53:46.192,0,200,-1,-1,-1,-1,0,0,0
'1731041626209,'2024-11-08 15:53:46.209,0,200,-1,-1,-1,-1,0,0,0
'1731041626217,'2024-11-08 15:53:46.217,0,200,-1,-1,-1,-1,0,0,0
'1731041626226,'2024-11-08 15:53:46.226,0,200,-1,-1,-1,-1,0,0,0
'1731041626243,'2024-11-08 15:53:46.243,0,200,-1,-1,-1,-1,0,0,0
'1731041626252,'2024-11-08 15:53:46.252,0,200,-1,-1,-1,-1,0,0,0
'1731041626269,'2024-11-08 15:53:46.269,0,200,-1,-1,-1,-1,0,0,0
'1731041626279,'2024-11-08 15:53:46.279,0,200,-1,-1,-1,-1,0,0,0
'1731041626296,'2024-11-08 15:53:46.296,0,200,-1,-1,-1,-1,0,0,0
'1731041626306,'2024-11-08 15:53:46.306,0,200,-1,-1,-1,-1,0,0,0
'1731041626314,'2024-11-08 15:53:46.314,0,200,-1,-1,-1,-1,0,0,0
'1731041626331,'2024-11-08 15:53:46.331,0,200,-1,-1,-1,-1,0,0,0
'1731041626349,'2024-11-08 15:53:46.349,0,200,-1,-1,-1,-1,0,0,0
'1731041626358,'2024-11-08 15:53:46.358,0,200,-1,-1,-1,-1,0,0,0
'1731041626366,'2024-11-08 15:53:46.366,0,200,-1,-1,-1,-1,0,0,0
'1731041626383,'2024-11-08 15:53:46.383,0,200,-1,-1,-1,-1,0,0,0
'1731041626392,'2024-11-08 15:53:46.392,0,200,-1,-1,-1,-1,0,0,0
'1731041626410,'2024-11-08 15:53:46.410,0,200,-1,-1,-1,-1,0,0,0
'1731041626418,'2024-11-08 15:53:46.418,0,200,-1,-1,-1,-1,0,0,0
'1731041626444,'2024-11-08 15:53:46.444,0,200,-1,-1,-1,-1,0,0,0
'1731041626452,'2024-11-08 15:53:46.452,0,200,-1,-1,-1,-1,0,0,0
'1731041626460,'2024-11-08 15:53:46.460,0,200,-1,-1,-1,-1,0,0,0
'1731041626468,'2024-11-08 15:53:46.468,0,200,-1,-1,-1,-1,0,0,0
'1731041626493,'2024-11-08 15:53:46.493,0,200,-1,-1,-1,-1,0,0,0
'1731041626502,'2024-11-08 15:53:46.502,0,200,-1,-1,-1,-1,0,0,0
'1731041626511,'2024-11-08 15:53:46.511,0,200,-1,-1,-1,-1,0,0,0
'1731041626519,'2024-11-08 15:53:46.519,0,200,-1,-1,-1,-1,0,0,0
'1731041626537,'2024-11-08 15:53:46.537,0,200,-1,-1,-1,-1,0,0,0
'1731041626545,'2024-11-08 15:53:46.545,0,200,-1,-1,-1,-1,0,0,0
'1731041626554,'2024-11-08 15:53:46.554,0,200,-1,-1,-1,-1,0,0,0
'1731041626563,'2024-11-08 15:53:46.563,0,200,-1,-1,-1,-1,0,0,0
'1731041626580,'2024-11-08 15:53:46.580,0,200,-1,-1,-1,-1,0,0,0
'1731041626596,'2024-11-08 15:53:46.596,0,200,-1,-1,-1,-1,0,0,0
'1731041626604,'2024-11-08 15:53:46.604,0,200,-1,-1,-1,-1,0,0,0
'1731041626622,'2024-11-08 15:53:46.622,0,200,-1,-1,-1,-1,0,0,0
'1731041626631,'2024-11-08 15:53:46.631,0,200,-1,-1,-1,-1,0,0,0
'1731041626639,'2024-11-08 15:53:46.639,0,200,-1,-1,-1,-1,0,0,0
'1731041626648,'2024-11-08 15:53:46.648,0,200,-1,-1,-1,-1,0,0,0
'1731041626665,'2024-11-08 15:53:46.665,0,200,-1,-1,-1,-1,0,0,0
'1731041626674,'2024-11-08 15:53:46.674,0,200,-1,-1,-1,-1,0,0,0
'1731041626684,'2024-11-08 15:53:46.684,0,200,-1,-1,-1,-1,0,0,0
'1731041626701,'2024-11-08 15:53:46.701,0,200,-1,-1,-1,-1,0,0,0
'1731041626710,'2024-11-08 15:53:46.710,0,200,-1,-1,-1,-1,0,0,0
'1731041626718,'2024-11-08 15:53:46.718,0,200,-1,-1,-1,-1,0,0,0
'1731041626735,'2024-11-08 15:53:46.735,0,200,-1,-1,-1,-1,0,0,0
'1731041626743,'2024-11-08 15:53:46.743,0,200,-1,-1,-1,-1,0,0,0
'1731041626760,'2024-11-08 15:53:46.760,0,200,-1,-1,-1,-1,0,0,0
'1731041626769,'2024-11-08 15:53:46.769,0,200,-1,-1,-1,-1,0,0,0
'1731041626787,'2024-11-08 15:53:46.787,0,200,-1,-1,-1,-1,0,0,0
'1731041626803,'2024-11-08 15:53:46.803,0,200,-1,-1,-1,-1,0,0,0
'1731041626811,'2024-11-08 15:53:46.811,0,200,-1,-1,-1,-1,0,0,0
'1731041626820,'2024-11-08 15:53:46.820,0,200,-1,-1,-1,-1,0,0,0
'1731041626838,'2024-11-08 15:53:46.838,0,200,-1,-1,-1,-1,0,0,0
'1731041626847,'2024-11-08 15:53:46.847,0,200,-1,-1,-1,-1,0,0,0
'1731041626864,'2024-11-08 15:53:46.864,0,200,-1,-1,-1,-1,0,0,0
'1731041626872,'2024-11-08 15:53:46.872,0,200,-1,-1,-1,-1,0,0,0
'1731041626889,'2024-11-08 15:53:46.889,0,200,-1,-1,-1,-1,0,0,0
'1731041626897,'2024-11-08 15:53:46.897,0,200,-1,-1,-1,-1,0,0,0
'1731041626915,'2024-11-08 15:53:46.915,0,200,-1,-1,-1,-1,0,0,0
'1731041626923,'2024-11-08 15:53:46.923,0,200,-1,-1,-1,-1,0,0,0
'1731041626939,'2024-11-08 15:53:46.939,0,200,-1,-1,-1,-1,0,0,0
'1731041626947,'2024-11-08 15:53:46.947,0,200,-1,-1,-1,-1,0,0,0
'1731041626965,'2024-11-08 15:53:46.965,0,200,-1,-1,-1,-1,0,0,0
'1731041626973,'2024-11-08 15:53:46.973,0,200,-1,-1,-1,-1,0,0,0
'1731041626981,'2024-11-08 15:53:46.981,0,200,-1,-1,-1,-1,0,0,0
'1731041626998,'2024-11-08 15:53:46.998,0,200,-1,-1,-1,-1,0,0,0
'1731041627007,'2024-11-08 15:53:47.007,0,200,-1,-1,-1,-1,0,0,0
'1731041627025,'2024-11-08 15:53:47.025,0,200,-1,-1,-1,-1,0,0,0
'1731041627033,'2024-11-08 15:53:47.033,0,200,-1,-1,-1,-1,0,0,0
'1731041627041,'2024-11-08 15:53:47.041,0,200,-1,-1,-1,-1,0,0,0
'1731041627059,'2024-11-08 15:53:47.059,0,200,-1,-1,-1,-1,0,0,0
'1731041627067,'2024-11-08 15:53:47.067,0,200,-1,-1,-1,-1,0,0,0
'1731041627084,'2024-11-08 15:53:47.084,0,200,-1,-1,-1,-1,0,0,0
'1731041627101,'2024-11-08 15:53:47.101,0,200,-1,-1,-1,-1,0,0,0
'1731041627109,'2024-11-08 15:53:47.109,0,200,-1,-1,-1,-1,0,0,0
'1731041627117,'2024-11-08 15:53:47.117,0,200,-1,-1,-1,-1,0,0,0
'1731041627135,'2024-11-08 15:53:47.135,0,200,-1,-1,-1,-1,0,0,0
'1731041627144,'2024-11-08 15:53:47.144,0,200,-1,-1,-1,-1,0,0,0
'1731041627162,'2024-11-08 15:53:47.162,0,200,-1,-1,-1,-1,0,0,0
'1731041627170,'2024-11-08 15:53:47.170,0,200,-1,-1,-1,-1,0,0,0
'1731041627179,'2024-11-08 15:53:47.179,0,200,-1,-1,-1,-1,0,0,0
'1731041627198,'2024-11-08 15:53:47.198,0,200,-1,-1,-1,-1,0,0,0
'1731041627214,'2024-11-08 15:53:47.214,0,200,-1,-1,-1,-1,0,0,0
'1731041627223,'2024-11-08 15:53:47.223,0,200,-1,-1,-1,-1,0,0,0
'1731041627231,'2024-11-08 15:53:47.231,0,200,-1,-1,-1,-1,0,0,0
'1731041627249,'2024-11-08 15:53:47.249,0,200,-1,-1,-1,-1,0,0,0
'1731041627258,'2024-11-08 15:53:47.258,0,200,-1,-1,-1,-1,0,0,0
'1731041627275,'2024-11-08 15:53:47.275,0,200,-1,-1,-1,-1,0,0,0
'1731041627283,'2024-11-08 15:53:47.283,0,200,-1,-1,-1,-1,0,0,0
'1731041627292,'2024-11-08 15:53:47.292,0,200,-1,-1,-1,-1,0,0,0
'1731041627308,'2024-11-08 15:53:47.308,0,200,-1,-1,-1,-1,0,0,0
'1731041627325,'2024-11-08 15:53:47.325,0,200,-1,-1,-1,-1,0,0,0
'1731041627343,'2024-11-08 15:53:47.343,0,200,-1,-1,-1,-1,0,0,0
'1731041627351,'2024-11-08 15:53:47.351,0,200,-1,-1,-1,-1,0,0,0
'1731041627369,'2024-11-08 15:53:47.369,0,200,-1,-1,-1,-1,0,0,0
'1731041627386,'2024-11-08 15:53:47.386,0,200,-1,-1,-1,-1,0,0,0
'1731041627395,'2024-11-08 15:53:47.395,0,200,-1,-1,-1,-1,0,0,0
'1731041627403,'2024-11-08 15:53:47.403,0,200,-1,-1,-1,-1,0,0,0
'1731041627421,'2024-11-08 15:53:47.421,0,200,-1,-1,-1,-1,0,0,0
'1731041627437,'2024-11-08 15:53:47.437,0,200,-1,-1,-1,-1,0,0,0
'1731041627446,'2024-11-08 15:53:47.446,0,200,-1,-1,-1,-1,0,0,0
'1731041627463,'2024-11-08 15:53:47.463,0,200,-1,-1,-1,-1,0,0,0
'1731041627489,'2024-11-08 15:53:47.489,0,200,-1,-1,-1,-1,0,0,0
'1731041627498,'2024-11-08 15:53:47.498,0,200,-1,-1,-1,-1,0,0,0
'1731041627507,'2024-11-08 15:53:47.507,0,200,-1,-1,-1,-1,0,0,0
'1731041627516,'2024-11-08 15:53:47.516,0,200,-1,-1,-1,-1,0,0,0
'1731041627534,'2024-11-08 15:53:47.534,0,200,-1,-1,-1,-1,0,0,0
'1731041627552,'2024-11-08 15:53:47.552,0,200,-1,-1,-1,-1,0,0,0
'1731041627561,'2024-11-08 15:53:47.561,0,200,-1,-1,-1,-1,0,0,0
'1731041627578,'2024-11-08 15:53:47.578,0,200,-1,-1,-1,-1,0,0,0
'1731041627587,'2024-11-08 15:53:47.587,0,200,-1,-1,-1,-1,0,0,0
'1731041627615,'2024-11-08 15:53:47.615,0,200,-1,-1,-1,-1,0,0,0
'1731041627632,'2024-11-08 15:53:47.632,0,200,-1,-1,-1,-1,0,0,0
'1731041627640,'2024-11-08 15:53:47.640,0,200,-1,-1,-1,-1,0,0,0
'1731041627649,'2024-11-08 15:53:47.649,0,200,-1,-1,-1,-1,0,0,0
'1731041627667,'2024-11-08 15:53:47.667,0,200,-1,-1,-1,-1,0,0,0
'1731041627675,'2024-11-08 15:53:47.675,0,200,-1,-1,-1,-1,0,0,0
'1731041627693,'2024-11-08 15:53:47.693,0,200,-1,-1,-1,-1,0,0,0
'1731041627710,'2024-11-08 15:53:47.710,0,200,-1,-1,-1,-1,0,0,0
'1731041627718,'2024-11-08 15:53:47.718,0,200,-1,-1,-1,-1,0,0,0
'1731041627735,'2024-11-08 15:53:47.735,0,200,-1,-1,-1,-1,0,0,0
'1731041627752,'2024-11-08 15:53:47.752,0,200,-1,-1,-1,-1,0,0,0
'1731041627760,'2024-11-08 15:53:47.760,0,200,-1,-1,-1,-1,0,0,0
'1731041627777,'2024-11-08 15:53:47.777,0,200,-1,-1,-1,-1,0,0,0
'1731041627793,'2024-11-08 15:53:47.793,0,200,-1,-1,-1,-1,0,0,0
'1731041627801,'2024-11-08 15:53:47.801,0,200,-1,-1,-1,-1,0,0,0
'1731041627818,'2024-11-08 15:53:47.818,0,200,-1,-1,-1,-1,0,0,0
'1731041627827,'2024-11-08 15:53:47.827,0,200,-1,-1,-1,-1,0,0,0
'1731041627845,'2024-11-08 15:53:47.845,0,200,-1,-1,-1,-1,0,0,0
'1731041627854,'2024-11-08 15:53:47.854,0,200,-1,-1,-1,-1,0,0,0
'1731041627871,'2024-11-08 15:53:47.871,0,200,-1,-1,-1,-1,0,0,0
'1731041627880,'2024-11-08 15:53:47.880,0,200,-1,-1,-1,-1,0,0,0
'1731041627897,'2024-11-08 15:53:47.897,0,200,-1,-1,-1,-1,0,0,0
'1731041627906,'2024-11-08 15:53:47.906,0,200,-1,-1,-1,-1,0,0,0
'1731041627922,'2024-11-08 15:53:47.922,0,200,-1,-1,-1,-1,0,0,0
'1731041627931,'2024-11-08 15:53:47.931,0,200,-1,-1,-1,-1,0,0,0
'1731041627941,'2024-11-08 15:53:47.941,0,200,-1,-1,-1,-1,0,0,0
'1731041627949,'2024-11-08 15:53:47.949,0,200,-1,-1,-1,-1,0,0,0
'1731041627966,'2024-11-08 15:53:47.966,0,200,-1,-1,-1,-1,0,0,0
'1731041627982,'2024-11-08 15:53:47.982,0,200,-1,-1,-1,-1,0,0,0
'1731041627991,'2024-11-08 15:53:47.991,0,200,-1,-1,-1,-1,0,0,0
'1731041628007,'2024-11-08 15:53:48.007,0,200,-1,-1,-1,-1,0,0,0
'1731041628016,'2024-11-08 15:53:48.016,0,200,-1,-1,-1,-1,0,0,0
'1731041628032,'2024-11-08 15:53:48.032,0,200,-1,-1,-1,-1,0,0,0
'1731041628101,'2024-11-08 15:53:48.101,0,200,-1,-1,-1,-1,0,0,0
'1731041628118,'2024-11-08 15:53:48.118,0,200,-1,-1,-1,-1,0,0,0
'1731041628134,'2024-11-08 15:53:48.134,0,200,-1,-1,-1,-1,0,0,0
'1731041628144,'2024-11-08 15:53:48.144,0,200,-1,-1,-1,-1,0,0,0
'1731041628152,'2024-11-08 15:53:48.152,0,200,-1,-1,-1,-1,0,0,0
'1731041628160,'2024-11-08 15:53:48.160,0,200,-1,-1,-1,-1,0,0,0
'1731041628178,'2024-11-08 15:53:48.178,0,200,-1,-1,-1,-1,0,0,0
'1731041628186,'2024-11-08 15:53:48.186,0,200,-1,-1,-1,-1,0,0,0
'1731041628203,'2024-11-08 15:53:48.203,0,200,-1,-1,-1,-1,0,0,0
'1731041628213,'2024-11-08 15:53:48.213,0,200,-1,-1,-1,-1,0,0,0
'1731041628221,'2024-11-08 15:53:48.221,0,200,-1,-1,-1,-1,0,0,0
'1731041628229,'2024-11-08 15:53:48.229,0,200,-1,-1,-1,-1,0,0,0
'1731041628238,'2024-11-08 15:53:48.238,0,200,-1,-1,-1,-1,0,0,0
'1731041628256,'2024-11-08 15:53:48.256,0,200,-1,-1,-1,-1,0,0,0
'1731041628264,'2024-11-08 15:53:48.264,0,200,-1,-1,-1,-1,0,0,0
'1731041628281,'2024-11-08 15:53:48.281,0,200,-1,-1,-1,-1,0,0,0
'1731041628290,'2024-11-08 15:53:48.290,0,200,-1,-1,-1,-1,0,0,0
'1731041628307,'2024-11-08 15:53:48.307,0,200,-1,-1,-1,-1,0,0,0
'1731041628316,'2024-11-08 15:53:48.316,0,200,-1,-1,-1,-1,0,0,0
'1731041628334,'2024-11-08 15:53:48.334,0,200,-1,-1,-1,-1,0,0,0
'1731041628342,'2024-11-08 15:53:48.342,0,200,-1,-1,-1,-1,0,0,0
'1731041628351,'2024-11-08 15:53:48.351,0,200,-1,-1,-1,-1,0,0,0
'1731041628369,'2024-11-08 15:53:48.369,0,200,-1,-1,-1,-1,0,0,0
'1731041628387,'2024-11-08 15:53:48.387,0,200,-1,-1,-1,-1,0,0,0
'1731041628396,'2024-11-08 15:53:48.396,0,200,-1,-1,-1,-1,0,0,0
'1731041628405,'2024-11-08 15:53:48.405,0,200,-1,-1,-1,-1,0,0,0
'1731041628422,'2024-11-08 15:53:48.422,0,200,-1,-1,-1,-1,0,0,0
'1731041628430,'2024-11-08 15:53:48.430,0,200,-1,-1,-1,-1,0,0,0
'1731041628439,'2024-11-08 15:53:48.439,0,200,-1,-1,-1,-1,0,0,0
'1731041628455,'2024-11-08 15:53:48.455,0,200,-1,-1,-1,-1,0,0,0
'1731041628473,'2024-11-08 15:53:48.473,0,200,-1,-1,-1,-1,0,0,0
'1731041628490,'2024-11-08 15:53:48.490,0,200,-1,-1,-1,-1,0,0,0
