Timestamp UNIX,Timestamp Local, X,Y, Left Pupil Diameter, Right Pupil Diameter, Gaze on Left, Gaze on Middle, Gaze on Right
'1714460708615,'2024-04-30 17:05:08.615,-215.6469,-122.6507,3.364517,3.628677,1,1,0,0,0
'1714460708628,'2024-04-30 17:05:08.628,-215.2837,-122.3634,3.364914,3.628677,1,1,0,0,0
'1714460708646,'2024-04-30 17:05:08.646,-215.2636,-122.3698,3.375687,3.641022,1,1,0,0,0
'1714460708655,'2024-04-30 17:05:08.655,-215.4736,-122.5517,3.376083,3.641205,1,1,0,0,0
'1714460708673,'2024-04-30 17:05:08.673,-215.4495,-123.4191,3.377731,3.641373,1,1,0,0,0
'1714460708682,'2024-04-30 17:05:08.682,-215.5667,-123.457,3.376328,3.641815,1,1,0,0,0
'1714460708700,'2024-04-30 17:05:08.700,-216.2151,-122.844,3.378174,3.675491,1,1,0,0,0
'1714460708708,'2024-04-30 17:05:08.708,-216.3088,-123.1598,3.378708,3.67421,1,1,0,0,0
'1714460708726,'2024-04-30 17:05:08.726,-216.988,-123.1479,3.397186,3.677216,1,1,0,0,0
'1714460708735,'2024-04-30 17:05:08.735,-217.1949,-123.2765,3.406509,3.713654,1,1,0,0,0
'1714460708744,'2024-04-30 17:05:08.744,-217.1407,-123.3856,3.40657,3.713623,1,1,0,0,0
'1714460708762,'2024-04-30 17:05:08.762,-216.2223,-123.1972,3.411377,3.727295,1,1,0,0,0
'1714460708771,'2024-04-30 17:05:08.771,-216.1897,-123.2233,3.419083,3.73085,1,1,0,0,0
'1714460708789,'2024-04-30 17:05:08.789,-187.5161,-118.7498,3.438599,3.801758,1,1,0,0,0
'1714460708798,'2024-04-30 17:05:08.798,-148.1734,-100.1688,3.514526,3.735138,1,1,0,0,0
'1714460708816,'2024-04-30 17:05:08.816,-51.43063,-51.80248,3.500763,3.683563,1,1,0,0,1
'1714460708825,'2024-04-30 17:05:08.825,-15.38475,-26.68278,3.30217,3.792343,1,1,0,1,0
'1714460708843,'2024-04-30 17:05:08.843,2.264732,-19.72528,3.340302,3.803009,1,1,0,1,0
'1714460708852,'2024-04-30 17:05:08.852,-10.64579,-24.07156,3.352371,3.81488,1,1,0,1,0
'1714460708870,'2024-04-30 17:05:08.870,-18.81191,-21.05711,3.43222,3.753708,1,1,0,1,0
'1714460708882,'2024-04-30 17:05:08.882,-18.47085,-18.97298,3.482727,3.779816,1,1,0,1,0
'1714460708891,'2024-04-30 17:05:08.891,-20.77336,-25.65332,3.441681,3.752777,1,1,0,1,0
'1714460708908,'2024-04-30 17:05:08.908,-7.837724,-26.70131,3.385498,3.747726,1,1,0,1,0
'1714460708917,'2024-04-30 17:05:08.917,-10.04488,-7.831221,3.396591,3.726166,1,1,0,1,0
'1714460708935,'2024-04-30 17:05:08.935,-10.43172,22.89827,3.253281,3.654434,1,1,0,1,0
'1714460708944,'2024-04-30 17:05:08.944,-11.16331,49.44733,3.264359,3.498703,1,1,0,1,0
'1714460708961,'2024-04-30 17:05:08.961,-9.631356,48.85628,3.221313,3.537994,1,1,0,1,0
'1714460708970,'2024-04-30 17:05:08.970,6.008678,40.12151,3.278763,3.436386,1,1,0,1,0
'1714460708988,'2024-04-30 17:05:08.988,1.546223,53.26772,3.226242,3.398285,1,1,1,0,0
'1714460708996,'2024-04-30 17:05:08.996,-9.810791,51.44975,3.238342,3.370468,1,1,1,0,0
'1714460709014,'2024-04-30 17:05:09.014,-24.68997,41.50372,3.136322,3.362747,1,1,0,1,0
'1714460709023,'2024-04-30 17:05:09.023,-5.368248,46.44946,3.168427,3.368362,1,1,0,1,0
'1714460709032,'2024-04-30 17:05:09.032,-4.106532,49.22611,3.102188,3.216339,1,1,0,1,0
'1714460709050,'2024-04-30 17:05:09.050,-20.88436,83.76191,2.983795,3.200195,1,1,1,0,0
'1714460709059,'2024-04-30 17:05:09.059,-20.65622,96.94447,2.897278,3.197083,1,1,1,0,0
'1714460709076,'2024-04-30 17:05:09.076,-16.48007,98.37678,2.887589,3.183441,1,1,1,0,0
'1714460709085,'2024-04-30 17:05:09.085,4.661122,88.54717,2.887604,3.138062,1,1,1,0,0
'1714460709103,'2024-04-30 17:05:09.103,10.68569,81.66165,2.862091,3.113037,1,1,1,0,0
'1714460709112,'2024-04-30 17:05:09.112,13.26251,84.16585,2.864349,3.155685,1,1,1,0,0
'1714460709129,'2024-04-30 17:05:09.129,12.378,85.77067,2.869919,3.142181,1,1,1,0,0
'1714460709138,'2024-04-30 17:05:09.138,11.39055,87.51382,2.856186,3.120331,1,1,1,0,0
'1714460709147,'2024-04-30 17:05:09.147,-9.016975,94.72218,2.842911,3.089081,1,1,1,0,0
'1714460709164,'2024-04-30 17:05:09.164,-5.066236,93.8802,2.840729,3.065628,1,1,1,0,0
'1714460709173,'2024-04-30 17:05:09.173,2.003372,92.55444,2.8349,3.054565,1,1,1,0,0
'1714460709191,'2024-04-30 17:05:09.191,5.67872,91.73725,2.821503,3.044281,1,1,1,0,0
'1714460709200,'2024-04-30 17:05:09.200,9.756295,90.87027,2.805115,3.020172,1,1,1,0,0
'1714460709218,'2024-04-30 17:05:09.218,9.559976,90.84093,2.80159,3.006531,1,1,1,0,0
'1714460709227,'2024-04-30 17:05:09.227,9.542412,92.18129,2.763809,2.986069,1,1,1,0,0
'1714460709245,'2024-04-30 17:05:09.245,9.294196,92.53323,2.74736,2.98259,1,1,1,0,0
'1714460709254,'2024-04-30 17:05:09.254,5.122198,97.52985,2.710205,2.95932,1,1,1,0,0
'1714460709271,'2024-04-30 17:05:09.271,-2.668396,99.27912,2.680328,2.935516,1,1,1,0,0
'1714460709280,'2024-04-30 17:05:09.280,-5.403537,99.34446,2.672516,2.935516,1,1,1,0,0
'1714460709298,'2024-04-30 17:05:09.298,-9.563933,98.48182,2.665131,2.924484,1,1,1,0,0
'1714460709306,'2024-04-30 17:05:09.306,-9.727922,98.52967,2.66246,2.922775,1,1,1,0,0
'1714460709315,'2024-04-30 17:05:09.315,-8.128169,98.60645,2.641739,2.920517,1,1,1,0,0
'1714460709333,'2024-04-30 17:05:09.333,-8.703787,98.7449,2.619293,2.919479,1,1,1,0,0
'1714460709342,'2024-04-30 17:05:09.342,-9.086861,98.88025,2.576721,2.908722,1,1,1,0,0
'1714460709360,'2024-04-30 17:05:09.360,-9.172895,98.6204,2.576797,2.882538,1,1,1,0,0
'1714460709368,'2024-04-30 17:05:09.368,-9.144455,99.7801,2.575165,2.826233,1,1,1,0,0
'1714460709386,'2024-04-30 17:05:09.386,-13.26865,104.4793,2.579727,2.769867,1,1,1,0,0
'1714460709395,'2024-04-30 17:05:09.395,-8.665231,109.2242,2.478577,2.734543,1,1,1,0,0
'1714460709412,'2024-04-30 17:05:09.412,-6.043298,97.80624,2.459946,2.703415,1,1,1,0,0
'1714460709421,'2024-04-30 17:05:09.421,-10.40393,104.963,2.571594,2.774475,1,1,1,0,0
'1714460709430,'2024-04-30 17:05:09.430,-10.2509,104.6408,2.524994,2.776306,1,1,1,0,0
'1714460709448,'2024-04-30 17:05:09.448,-7.20289,103.8364,2.558136,2.818161,1,1,1,0,0
'1714460709457,'2024-04-30 17:05:09.457,0.9742525,100.8171,2.55928,2.816299,1,1,1,0,0
'1714460709475,'2024-04-30 17:05:09.475,2.135329,100.2362,2.566055,2.820313,1,1,1,0,0
'1714460709484,'2024-04-30 17:05:09.484,2.591927,99.64521,2.566376,2.828644,1,1,1,0,0
'1714460709501,'2024-04-30 17:05:09.501,2.370251,100.0001,2.566757,2.833405,1,1,1,0,0
