Timestamp UNIX,Timestamp Local, X,Y, Left Pupil Diameter, Right Pupil Diameter, Gaze on Left, Gaze on Middle, Gaze on Right
'1715137167465,'2024-05-08 12:59:27.465,-198.0616,-94.95619,3.419907,3.797394,1,1,0,0,0
'1715137167478,'2024-05-08 12:59:27.478,-197.7396,-93.77479,3.424881,3.794724,1,1,0,0,0
'1715137167486,'2024-05-08 12:59:27.486,-197.5521,-93.75777,3.435532,3.796982,1,1,0,0,0
'1715137167504,'2024-05-08 12:59:27.504,-197.0751,-93.47328,3.447174,3.800735,1,1,0,0,0
'1715137167522,'2024-05-08 12:59:27.522,-197.0158,-92.87744,3.447266,3.801819,1,1,0,0,0
'1715137167531,'2024-05-08 12:59:27.531,-196.8319,-91.74185,3.45108,3.811401,1,1,0,0,0
'1715137167549,'2024-05-08 12:59:27.549,-196.213,-91.73034,3.4478,3.815887,1,1,0,0,0
'1715137167558,'2024-05-08 12:59:27.558,-196.2193,-90.75993,3.447815,3.82077,1,1,0,0,0
'1715137167576,'2024-05-08 12:59:27.576,-196.2934,-91.63293,3.447723,3.864868,1,1,0,0,0
'1715137167585,'2024-05-08 12:59:27.585,-196.1168,-91.28104,3.447952,3.864609,1,1,0,0,0
'1715137167594,'2024-05-08 12:59:27.594,-195.8465,-89.27681,3.451233,3.872101,1,1,0,0,0
'1715137167612,'2024-05-08 12:59:27.612,-195.2818,-89.20536,3.458481,3.876343,1,1,0,0,0
'1715137167621,'2024-05-08 12:59:27.621,-160.2114,-81.7274,3.491577,3.820496,1,1,0,0,0
'1715137167638,'2024-05-08 12:59:27.638,-77.25453,-49.80112,3.39505,3.831329,1,1,0,1,0
'1715137167647,'2024-05-08 12:59:27.647,-46.09791,-45.27913,3.326263,3.687134,1,1,0,1,0
'1715137167665,'2024-05-08 12:59:27.665,3.651725,-18.86965,3.360443,3.611038,1,1,0,1,0
'1715137167674,'2024-05-08 12:59:27.674,-1.977883,-2.206384,3.452347,3.692108,1,1,0,1,0
'1715137167691,'2024-05-08 12:59:27.691,-17.38325,-15.38998,3.318527,3.617722,1,1,0,1,0
'1715137167700,'2024-05-08 12:59:27.700,-28.10588,-10.78608,3.489014,3.636932,1,1,0,1,0
'1715137167718,'2024-05-08 12:59:27.718,-32.39059,-25.94372,3.18959,3.594818,1,1,0,1,0
'1715137167727,'2024-05-08 12:59:27.727,-30.64292,-25.35807,3.248749,3.596909,1,1,0,1,0
'1715137167745,'2024-05-08 12:59:27.745,-19.94507,-21.74395,3.314957,3.588852,1,1,0,1,0
