Timestamp UNIX,Timestamp Local, X,Y, Left Pupil Diameter, Right Pupil Diameter, Left Eye Openness, Right Eye Openness, Gaze on Left, Gaze on Middle, Gaze on Right
'1731039949309,'2024-11-08 15:25:49.309,0,200,-1,-1,-1,-1,0,0,0
'1731039949318,'2024-11-08 15:25:49.318,0,200,-1,-1,-1,-1,0,0,0
'1731039949327,'2024-11-08 15:25:49.327,0,200,-1,-1,-1,-1,0,0,0
'1731039949335,'2024-11-08 15:25:49.335,0,200,-1,-1,-1,-1,0,0,0
'1731039949353,'2024-11-08 15:25:49.353,0,200,-1,-1,-1,-1,0,0,0
'1731039949370,'2024-11-08 15:25:49.370,0,200,-1,-1,-1,-1,0,0,0
'1731039949378,'2024-11-08 15:25:49.378,0,200,-1,-1,-1,-1,0,0,0
'1731039949395,'2024-11-08 15:25:49.395,0,200,-1,-1,-1,-1,0,0,0
'1731039949411,'2024-11-08 15:25:49.411,0,200,-1,-1,-1,-1,0,0,0
'1731039949420,'2024-11-08 15:25:49.420,0,200,-1,-1,-1,-1,0,0,0
'1731039949437,'2024-11-08 15:25:49.437,0,200,-1,-1,-1,-1,0,0,0
'1731039949446,'2024-11-08 15:25:49.446,0,200,-1,-1,-1,-1,0,0,0
'1731039949463,'2024-11-08 15:25:49.463,0,200,-1,-1,-1,-1,0,0,0
'1731039949471,'2024-11-08 15:25:49.471,0,200,-1,-1,-1,-1,0,0,0
'1731039949488,'2024-11-08 15:25:49.488,0,200,-1,-1,-1,-1,0,0,0
'1731039949496,'2024-11-08 15:25:49.496,0,200,-1,-1,-1,-1,0,0,0
'1731039949514,'2024-11-08 15:25:49.514,0,200,-1,-1,-1,-1,0,0,0
'1731039949532,'2024-11-08 15:25:49.532,0,200,-1,-1,-1,-1,0,0,0
'1731039949549,'2024-11-08 15:25:49.549,0,200,-1,-1,-1,-1,0,0,0
'1731039949567,'2024-11-08 15:25:49.567,0,200,-1,-1,-1,-1,0,0,0
'1731039949575,'2024-11-08 15:25:49.575,0,200,-1,-1,-1,-1,0,0,0
'1731039949592,'2024-11-08 15:25:49.592,0,200,-1,-1,-1,-1,0,0,0
'1731039949609,'2024-11-08 15:25:49.609,0,200,-1,-1,-1,-1,0,0,0
'1731039949619,'2024-11-08 15:25:49.619,0,200,-1,-1,-1,-1,0,0,0
'1731039949635,'2024-11-08 15:25:49.635,0,200,-1,-1,-1,-1,0,0,0
'1731039949653,'2024-11-08 15:25:49.653,0,200,-1,-1,-1,-1,0,0,0
'1731039949662,'2024-11-08 15:25:49.662,0,200,-1,-1,-1,-1,0,0,0
'1731039949679,'2024-11-08 15:25:49.679,0,200,-1,-1,-1,-1,0,0,0
'1731039949697,'2024-11-08 15:25:49.697,0,200,-1,-1,-1,-1,0,0,0
'1731039949705,'2024-11-08 15:25:49.705,0,200,-1,-1,-1,-1,0,0,0
'1731039949713,'2024-11-08 15:25:49.713,0,200,-1,-1,-1,-1,0,0,0
'1731039949730,'2024-11-08 15:25:49.730,0,200,-1,-1,-1,-1,0,0,0
'1731039949738,'2024-11-08 15:25:49.738,0,200,-1,-1,-1,-1,0,0,0
'1731039949755,'2024-11-08 15:25:49.755,0,200,-1,-1,-1,-1,0,0,0
'1731039949763,'2024-11-08 15:25:49.763,0,200,-1,-1,-1,-1,0,0,0
'1731039949781,'2024-11-08 15:25:49.781,0,200,-1,-1,-1,-1,0,0,0
'1731039949790,'2024-11-08 15:25:49.790,0,200,-1,-1,-1,-1,0,0,0
'1731039949799,'2024-11-08 15:25:49.799,0,200,-1,-1,-1,-1,0,0,0
'1731039949815,'2024-11-08 15:25:49.815,0,200,-1,-1,-1,-1,0,0,0
'1731039949824,'2024-11-08 15:25:49.824,0,200,-1,-1,-1,-1,0,0,0
'1731039949832,'2024-11-08 15:25:49.832,0,200,-1,-1,-1,-1,0,0,0
'1731039949849,'2024-11-08 15:25:49.849,0,200,-1,-1,-1,-1,0,0,0
'1731039949858,'2024-11-08 15:25:49.858,0,200,-1,-1,-1,-1,0,0,0
'1731039949875,'2024-11-08 15:25:49.875,0,200,-1,-1,-1,-1,0,0,0
'1731039949892,'2024-11-08 15:25:49.892,0,200,-1,-1,-1,-1,0,0,0
'1731039949900,'2024-11-08 15:25:49.900,0,200,-1,-1,-1,-1,0,0,0
'1731039949909,'2024-11-08 15:25:49.909,0,200,-1,-1,-1,-1,0,0,0
'1731039949926,'2024-11-08 15:25:49.926,0,200,-1,-1,-1,-1,0,0,0
'1731039949934,'2024-11-08 15:25:49.934,0,200,-1,-1,-1,-1,0,0,0
'1731039949952,'2024-11-08 15:25:49.952,0,200,-1,-1,-1,-1,0,0,0
'1731039949961,'2024-11-08 15:25:49.961,0,200,-1,-1,-1,-1,0,0,0
'1731039949970,'2024-11-08 15:25:49.970,0,200,-1,-1,-1,-1,0,0,0
'1731039949987,'2024-11-08 15:25:49.987,0,200,-1,-1,-1,-1,0,0,0
'1731039950005,'2024-11-08 15:25:50.005,0,200,-1,-1,-1,-1,0,0,0
'1731039950014,'2024-11-08 15:25:50.014,0,200,-1,-1,-1,-1,0,0,0
'1731039950023,'2024-11-08 15:25:50.023,0,200,-1,-1,-1,-1,0,0,0
'1731039950032,'2024-11-08 15:25:50.032,0,200,-1,-1,-1,-1,0,0,0
'1731039950048,'2024-11-08 15:25:50.048,0,200,-1,-1,-1,-1,0,0,0
'1731039950057,'2024-11-08 15:25:50.057,0,200,-1,-1,-1,-1,0,0,0
'1731039950074,'2024-11-08 15:25:50.074,0,200,-1,-1,-1,-1,0,0,0
'1731039950091,'2024-11-08 15:25:50.091,0,200,-1,-1,-1,-1,0,0,0
'1731039950099,'2024-11-08 15:25:50.099,0,200,-1,-1,-1,-1,0,0,0
'1731039950108,'2024-11-08 15:25:50.108,0,200,-1,-1,-1,-1,0,0,0
'1731039950117,'2024-11-08 15:25:50.117,0,200,-1,-1,-1,-1,0,0,0
'1731039950133,'2024-11-08 15:25:50.133,0,200,-1,-1,-1,-1,0,0,0
'1731039950142,'2024-11-08 15:25:50.142,0,200,-1,-1,-1,-1,0,0,0
'1731039950150,'2024-11-08 15:25:50.150,0,200,-1,-1,-1,-1,0,0,0
'1731039950159,'2024-11-08 15:25:50.159,0,200,-1,-1,-1,-1,0,0,0
'1731039950168,'2024-11-08 15:25:50.168,0,200,-1,-1,-1,-1,0,0,0
'1731039950177,'2024-11-08 15:25:50.177,0,200,-1,-1,-1,-1,0,0,0
'1731039950185,'2024-11-08 15:25:50.185,0,200,-1,-1,-1,-1,0,0,0
'1731039950193,'2024-11-08 15:25:50.193,0,200,-1,-1,-1,-1,0,0,0
'1731039950210,'2024-11-08 15:25:50.210,0,200,-1,-1,-1,-1,0,0,0
'1731039950218,'2024-11-08 15:25:50.218,0,200,-1,-1,-1,-1,0,0,0
'1731039950226,'2024-11-08 15:25:50.226,0,200,-1,-1,-1,-1,0,0,0
'1731039950235,'2024-11-08 15:25:50.235,0,200,-1,-1,-1,-1,0,0,0
'1731039950243,'2024-11-08 15:25:50.243,0,200,-1,-1,-1,-1,0,0,0
'1731039950251,'2024-11-08 15:25:50.251,0,200,-1,-1,-1,-1,0,0,0
'1731039950260,'2024-11-08 15:25:50.260,0,200,-1,-1,-1,-1,0,0,0
'1731039950278,'2024-11-08 15:25:50.278,0,200,-1,-1,-1,-1,0,0,0
'1731039950287,'2024-11-08 15:25:50.287,0,200,-1,-1,-1,-1,0,0,0
'1731039950295,'2024-11-08 15:25:50.295,0,200,-1,-1,-1,-1,0,0,0
'1731039950304,'2024-11-08 15:25:50.304,0,200,-1,-1,-1,-1,0,0,0
'1731039950313,'2024-11-08 15:25:50.313,0,200,-1,-1,-1,-1,0,0,0
'1731039950331,'2024-11-08 15:25:50.331,0,200,-1,-1,-1,-1,0,0,0
'1731039950339,'2024-11-08 15:25:50.339,0,200,-1,-1,-1,-1,0,0,0
'1731039950347,'2024-11-08 15:25:50.347,0,200,-1,-1,-1,-1,0,0,0
'1731039950357,'2024-11-08 15:25:50.357,0,200,-1,-1,-1,-1,0,0,0
'1731039950365,'2024-11-08 15:25:50.365,0,200,-1,-1,-1,-1,0,0,0
'1731039950374,'2024-11-08 15:25:50.374,0,200,-1,-1,-1,-1,0,0,0
'1731039950383,'2024-11-08 15:25:50.383,0,200,-1,-1,-1,-1,0,0,0
'1731039950392,'2024-11-08 15:25:50.392,0,200,-1,-1,-1,-1,0,0,0
'1731039950408,'2024-11-08 15:25:50.408,0,200,-1,-1,-1,-1,0,0,0
'1731039950417,'2024-11-08 15:25:50.417,0,200,-1,-1,-1,-1,0,0,0
'1731039950434,'2024-11-08 15:25:50.434,0,200,-1,-1,-1,-1,0,0,0
'1731039950443,'2024-11-08 15:25:50.443,0,200,-1,-1,-1,-1,0,0,0
'1731039950452,'2024-11-08 15:25:50.452,0,200,-1,-1,-1,-1,0,0,0
'1731039950461,'2024-11-08 15:25:50.461,0,200,-1,-1,-1,-1,0,0,0
'1731039950478,'2024-11-08 15:25:50.478,0,200,-1,-1,-1,-1,0,0,0
'1731039950487,'2024-11-08 15:25:50.487,0,200,-1,-1,-1,-1,0,0,0
'1731039950495,'2024-11-08 15:25:50.495,0,200,-1,-1,-1,-1,0,0,0
'1731039950504,'2024-11-08 15:25:50.504,0,200,-1,-1,-1,-1,0,0,0
'1731039950513,'2024-11-08 15:25:50.513,0,200,-1,-1,-1,-1,0,0,0
'1731039950524,'2024-11-08 15:25:50.524,0,200,-1,-1,-1,-1,0,0,0
'1731039950532,'2024-11-08 15:25:50.532,0,200,-1,-1,-1,-1,0,0,0
'1731039950550,'2024-11-08 15:25:50.550,0,200,-1,-1,-1,-1,0,0,0
'1731039950559,'2024-11-08 15:25:50.559,0,200,-1,-1,-1,-1,0,0,0
'1731039950567,'2024-11-08 15:25:50.567,0,200,-1,-1,-1,-1,0,0,0
'1731039950576,'2024-11-08 15:25:50.576,0,200,-1,-1,-1,-1,0,0,0
'1731039950585,'2024-11-08 15:25:50.585,0,200,-1,-1,-1,-1,0,0,0
'1731039950602,'2024-11-08 15:25:50.602,0,200,-1,-1,-1,-1,0,0,0
'1731039950610,'2024-11-08 15:25:50.610,0,200,-1,-1,-1,-1,0,0,0
'1731039950619,'2024-11-08 15:25:50.619,0,200,-1,-1,-1,-1,0,0,0
'1731039950628,'2024-11-08 15:25:50.628,0,200,-1,-1,-1,-1,0,0,0
'1731039950637,'2024-11-08 15:25:50.637,0,200,-1,-1,-1,-1,0,0,0
'1731039950646,'2024-11-08 15:25:50.646,0,200,-1,-1,-1,-1,0,0,0
'1731039950663,'2024-11-08 15:25:50.663,0,200,-1,-1,-1,-1,0,0,0
'1731039950671,'2024-11-08 15:25:50.671,0,200,-1,-1,-1,-1,0,0,0
'1731039950681,'2024-11-08 15:25:50.681,0,200,-1,-1,-1,-1,0,0,0
'1731039950698,'2024-11-08 15:25:50.698,0,200,-1,-1,-1,-1,0,0,0
'1731039950707,'2024-11-08 15:25:50.707,0,200,-1,-1,-1,-1,0,0,0
'1731039950716,'2024-11-08 15:25:50.716,0,200,-1,-1,-1,-1,0,0,0
'1731039950725,'2024-11-08 15:25:50.725,0,200,-1,-1,-1,-1,0,0,0
'1731039950734,'2024-11-08 15:25:50.734,0,200,-1,-1,-1,-1,0,0,0
'1731039950751,'2024-11-08 15:25:50.751,0,200,-1,-1,-1,-1,0,0,0
'1731039950759,'2024-11-08 15:25:50.759,0,200,-1,-1,-1,-1,0,0,0
'1731039950768,'2024-11-08 15:25:50.768,0,200,-1,-1,-1,-1,0,0,0
'1731039950777,'2024-11-08 15:25:50.777,0,200,-1,-1,-1,-1,0,0,0
'1731039950794,'2024-11-08 15:25:50.794,0,200,-1,-1,-1,-1,0,0,0
'1731039950803,'2024-11-08 15:25:50.803,0,200,-1,-1,-1,-1,0,0,0
'1731039950811,'2024-11-08 15:25:50.811,0,200,-1,-1,-1,-1,0,0,0
'1731039950820,'2024-11-08 15:25:50.820,0,200,-1,-1,-1,-1,0,0,0
'1731039950829,'2024-11-08 15:25:50.829,0,200,-1,-1,-1,-1,0,0,0
'1731039950838,'2024-11-08 15:25:50.838,0,200,-1,-1,-1,-1,0,0,0
'1731039950855,'2024-11-08 15:25:50.855,0,200,-1,-1,-1,-1,0,0,0
'1731039950863,'2024-11-08 15:25:50.863,0,200,-1,-1,-1,-1,0,0,0
'1731039950872,'2024-11-08 15:25:50.872,0,200,-1,-1,-1,-1,0,0,0
'1731039950890,'2024-11-08 15:25:50.890,0,200,-1,-1,-1,-1,0,0,0
'1731039950899,'2024-11-08 15:25:50.899,0,200,-1,-1,-1,-1,0,0,0
'1731039950907,'2024-11-08 15:25:50.907,0,200,-1,-1,-1,-1,0,0,0
'1731039950915,'2024-11-08 15:25:50.915,0,200,-1,-1,-1,-1,0,0,0
'1731039950924,'2024-11-08 15:25:50.924,0,200,-1,-1,-1,-1,0,0,0
'1731039950933,'2024-11-08 15:25:50.933,0,200,-1,-1,-1,-1,0,0,0
'1731039950950,'2024-11-08 15:25:50.950,0,200,-1,-1,-1,-1,0,0,0
'1731039950958,'2024-11-08 15:25:50.958,0,200,-1,-1,-1,-1,0,0,0
'1731039950966,'2024-11-08 15:25:50.966,0,200,-1,-1,-1,-1,0,0,0
'1731039950983,'2024-11-08 15:25:50.983,0,200,-1,-1,-1,-1,0,0,0
'1731039950991,'2024-11-08 15:25:50.991,0,200,-1,-1,-1,-1,0,0,0
'1731039951000,'2024-11-08 15:25:51.000,0,200,-1,-1,-1,-1,0,0,0
'1731039951009,'2024-11-08 15:25:51.009,0,200,-1,-1,-1,-1,0,0,0
'1731039951017,'2024-11-08 15:25:51.017,0,200,-1,-1,-1,-1,0,0,0
'1731039951034,'2024-11-08 15:25:51.034,0,200,-1,-1,-1,-1,0,0,0
'1731039951042,'2024-11-08 15:25:51.042,0,200,-1,-1,-1,-1,0,0,0
'1731039951050,'2024-11-08 15:25:51.050,0,200,-1,-1,-1,-1,0,0,0
'1731039951059,'2024-11-08 15:25:51.059,0,200,-1,-1,-1,-1,0,0,0
'1731039951076,'2024-11-08 15:25:51.076,0,200,-1,-1,-1,-1,0,0,0
'1731039951085,'2024-11-08 15:25:51.085,0,200,-1,-1,-1,-1,0,0,0
'1731039951094,'2024-11-08 15:25:51.094,0,200,-1,-1,-1,-1,0,0,0
'1731039951102,'2024-11-08 15:25:51.102,0,200,-1,-1,-1,-1,0,0,0
'1731039951119,'2024-11-08 15:25:51.119,0,200,-1,-1,-1,-1,0,0,0
'1731039951127,'2024-11-08 15:25:51.127,0,200,-1,-1,-1,-1,0,0,0
'1731039951135,'2024-11-08 15:25:51.135,0,200,-1,-1,-1,-1,0,0,0
'1731039951144,'2024-11-08 15:25:51.144,0,200,-1,-1,-1,-1,0,0,0
'1731039951152,'2024-11-08 15:25:51.152,0,200,-1,-1,-1,-1,0,0,0
'1731039951169,'2024-11-08 15:25:51.169,0,200,-1,-1,-1,-1,0,0,0
'1731039951178,'2024-11-08 15:25:51.178,0,200,-1,-1,-1,-1,0,0,0
'1731039951186,'2024-11-08 15:25:51.186,0,200,-1,-1,-1,-1,0,0,0
'1731039951203,'2024-11-08 15:25:51.203,0,200,-1,-1,-1,-1,0,0,0
'1731039951212,'2024-11-08 15:25:51.212,0,200,-1,-1,-1,-1,0,0,0
'1731039951220,'2024-11-08 15:25:51.220,0,200,-1,-1,-1,-1,0,0,0
'1731039951229,'2024-11-08 15:25:51.229,0,200,-1,-1,-1,-1,0,0,0
'1731039951247,'2024-11-08 15:25:51.247,0,200,-1,-1,-1,-1,0,0,0
'1731039951256,'2024-11-08 15:25:51.256,0,200,-1,-1,-1,-1,0,0,0
'1731039951264,'2024-11-08 15:25:51.264,0,200,-1,-1,-1,-1,0,0,0
'1731039951273,'2024-11-08 15:25:51.273,0,200,-1,-1,-1,-1,0,0,0
'1731039951290,'2024-11-08 15:25:51.290,0,200,-1,-1,-1,-1,0,0,0
'1731039951298,'2024-11-08 15:25:51.298,0,200,-1,-1,-1,-1,0,0,0
'1731039951315,'2024-11-08 15:25:51.315,0,200,-1,-1,-1,-1,0,0,0
'1731039951323,'2024-11-08 15:25:51.323,0,200,-1,-1,-1,-1,0,0,0
'1731039951332,'2024-11-08 15:25:51.332,0,200,-1,-1,-1,-1,0,0,0
'1731039951341,'2024-11-08 15:25:51.341,0,200,-1,-1,-1,-1,0,0,0
'1731039951358,'2024-11-08 15:25:51.358,0,200,-1,-1,-1,-1,0,0,0
'1731039951367,'2024-11-08 15:25:51.367,0,200,-1,-1,-1,-1,0,0,0
'1731039951376,'2024-11-08 15:25:51.376,0,200,-1,-1,-1,-1,0,0,0
