Timestamp(UTC UNIX),Timestamp (AEST Local), X,Y, Gaze on Left, Gaze on Middle, Gaze on Right
'1712496770765,'2024-04-07 23:32:50.765,768,341.5,0,1,0
'1712496772168,'2024-04-07 23:32:52.168,768,341.5,0,1,0
'1712496772271,'2024-04-07 23:32:52.271,768,341.5,0,1,0
'1712496772297,'2024-04-07 23:32:52.297,768,341.5,0,1,0
'1712496772322,'2024-04-07 23:32:52.322,768,341.5,0,1,0
'1712496772348,'2024-04-07 23:32:52.348,768,341.5,0,1,0
'1712496772365,'2024-04-07 23:32:52.365,768,341.5,0,1,0
'1712496772382,'2024-04-07 23:32:52.382,768,341.5,0,1,0
'1712496772408,'2024-04-07 23:32:52.408,768,341.5,0,1,0
'1712496772424,'2024-04-07 23:32:52.424,768,341.5,0,1,0
'1712496772441,'2024-04-07 23:32:52.441,768,341.5,0,1,0
'1712496772458,'2024-04-07 23:32:52.458,768,341.5,0,1,0
'1712496772474,'2024-04-07 23:32:52.474,768,341.5,0,1,0
'1712496772501,'2024-04-07 23:32:52.501,768,341.5,0,1,0
'1712496772518,'2024-04-07 23:32:52.518,768,341.5,0,1,0
'1712496772535,'2024-04-07 23:32:52.535,768,341.5,0,1,0
'1712496772552,'2024-04-07 23:32:52.552,768,341.5,0,1,0
'1712496772595,'2024-04-07 23:32:52.595,768,341.5,0,1,0
'1712496772603,'2024-04-07 23:32:52.603,768,341.5,0,1,0
'1712496772612,'2024-04-07 23:32:52.612,768,341.5,0,1,0
'1712496772630,'2024-04-07 23:32:52.630,768,341.5,0,1,0
'1712496772647,'2024-04-07 23:32:52.647,768,341.5,0,1,0
'1712496772665,'2024-04-07 23:32:52.665,768,341.5,0,1,0
'1712496772682,'2024-04-07 23:32:52.682,768,341.5,0,1,0
'1712496772699,'2024-04-07 23:32:52.699,768,341.5,0,1,0
'1712496772717,'2024-04-07 23:32:52.717,768,341.5,0,1,0
'1712496772743,'2024-04-07 23:32:52.743,768,341.5,0,1,0
'1712496772760,'2024-04-07 23:32:52.760,768,341.5,0,1,0
'1712496772768,'2024-04-07 23:32:52.768,768,341.5,0,1,0
'1712496772794,'2024-04-07 23:32:52.794,768,341.5,0,1,0
'1712496772810,'2024-04-07 23:32:52.810,768,341.5,0,1,0
'1712496772827,'2024-04-07 23:32:52.827,768,341.5,0,1,0
'1712496772844,'2024-04-07 23:32:52.844,768,341.5,0,1,0
'1712496772870,'2024-04-07 23:32:52.870,768,341.5,0,1,0
'1712496772887,'2024-04-07 23:32:52.887,768,341.5,0,1,0
'1712496772903,'2024-04-07 23:32:52.903,768,341.5,0,1,0
'1712496772920,'2024-04-07 23:32:52.920,768,341.5,0,1,0
