Timestamp(UTC UNIX),Timestamp (AEST Local), X,Y, Gaze on Left, Gaze on Middle, Gaze on Right
'1712496753334,'2024-04-07 23:32:33.334,768,341.5,0,1,0
'1712496754629,'2024-04-07 23:32:34.629,768,341.5,0,1,0
'1712496754664,'2024-04-07 23:32:34.664,768,341.5,0,1,0
'1712496754681,'2024-04-07 23:32:34.681,768,341.5,0,1,0
'1712496754698,'2024-04-07 23:32:34.698,768,341.5,0,1,0
'1712496754725,'2024-04-07 23:32:34.725,768,341.5,0,1,0
'1712496754741,'2024-04-07 23:32:34.741,768,341.5,0,1,0
'1712496754758,'2024-04-07 23:32:34.758,768,341.5,0,1,0
'1712496754775,'2024-04-07 23:32:34.775,768,341.5,0,1,0
'1712496754793,'2024-04-07 23:32:34.793,768,341.5,0,1,0
'1712496754811,'2024-04-07 23:32:34.811,768,341.5,0,1,0
'1712496754829,'2024-04-07 23:32:34.829,768,341.5,0,1,0
'1712496754837,'2024-04-07 23:32:34.837,768,341.5,0,1,0
'1712496754854,'2024-04-07 23:32:34.854,768,341.5,0,1,0
'1712496754871,'2024-04-07 23:32:34.871,768,341.5,0,1,0
'1712496754888,'2024-04-07 23:32:34.888,768,341.5,0,1,0
'1712496754914,'2024-04-07 23:32:34.914,768,341.5,0,1,0
'1712496754931,'2024-04-07 23:32:34.931,768,341.5,0,1,0
'1712496754950,'2024-04-07 23:32:34.950,768,341.5,0,1,0
'1712496754969,'2024-04-07 23:32:34.969,768,341.5,0,1,0
'1712496754987,'2024-04-07 23:32:34.987,768,341.5,0,1,0
'1712496755003,'2024-04-07 23:32:35.003,768,341.5,0,1,0
'1712496755019,'2024-04-07 23:32:35.019,768,341.5,0,1,0
'1712496755037,'2024-04-07 23:32:35.037,768,341.5,0,1,0
'1712496755071,'2024-04-07 23:32:35.071,768,341.5,0,1,0
'1712496755079,'2024-04-07 23:32:35.079,768,341.5,0,1,0
'1712496755088,'2024-04-07 23:32:35.088,768,341.5,0,1,0
'1712496755114,'2024-04-07 23:32:35.114,768,341.5,0,1,0
'1712496755123,'2024-04-07 23:32:35.123,768,341.5,0,1,0
'1712496755139,'2024-04-07 23:32:35.139,768,341.5,0,1,0
'1712496755156,'2024-04-07 23:32:35.156,768,341.5,0,1,0
'1712496755173,'2024-04-07 23:32:35.173,768,341.5,0,1,0
'1712496755191,'2024-04-07 23:32:35.191,768,341.5,0,1,0
'1712496755208,'2024-04-07 23:32:35.208,768,341.5,0,1,0
'1712496755225,'2024-04-07 23:32:35.225,768,341.5,0,1,0
'1712496755242,'2024-04-07 23:32:35.242,768,341.5,0,1,0
'1712496755259,'2024-04-07 23:32:35.259,768,341.5,0,1,0
'1712496755268,'2024-04-07 23:32:35.268,768,341.5,0,1,0
'1712496755294,'2024-04-07 23:32:35.294,768,341.5,0,1,0
'1712496755302,'2024-04-07 23:32:35.302,768,341.5,0,1,0
'1712496755328,'2024-04-07 23:32:35.328,768,341.5,0,1,0
'1712496755336,'2024-04-07 23:32:35.336,768,341.5,0,1,0
'1712496755361,'2024-04-07 23:32:35.361,768,341.5,0,1,0
'1712496755378,'2024-04-07 23:32:35.378,768,341.5,0,1,0
'1712496755396,'2024-04-07 23:32:35.396,768,341.5,0,1,0
'1712496755405,'2024-04-07 23:32:35.405,768,341.5,0,1,0
'1712496755431,'2024-04-07 23:32:35.431,768,341.5,0,1,0
'1712496755448,'2024-04-07 23:32:35.448,768,341.5,0,1,0
'1712496755465,'2024-04-07 23:32:35.465,768,341.5,0,1,0
'1712496755481,'2024-04-07 23:32:35.481,768,341.5,0,1,0
'1712496755498,'2024-04-07 23:32:35.498,768,341.5,0,1,0
'1712496755515,'2024-04-07 23:32:35.515,768,341.5,0,1,0
'1712496755541,'2024-04-07 23:32:35.541,768,341.5,0,1,0
'1712496755550,'2024-04-07 23:32:35.550,768,341.5,0,1,0
'1712496755567,'2024-04-07 23:32:35.567,768,341.5,0,1,0
'1712496755593,'2024-04-07 23:32:35.593,768,341.5,0,1,0
'1712496755609,'2024-04-07 23:32:35.609,768,341.5,0,1,0
'1712496755626,'2024-04-07 23:32:35.626,768,341.5,0,1,0
'1712496755642,'2024-04-07 23:32:35.642,768,341.5,0,1,0
'1712496755659,'2024-04-07 23:32:35.659,768,341.5,0,1,0
'1712496755684,'2024-04-07 23:32:35.684,768,341.5,0,1,0
'1712496755693,'2024-04-07 23:32:35.693,768,341.5,0,1,0
'1712496755718,'2024-04-07 23:32:35.718,768,341.5,0,1,0
'1712496755726,'2024-04-07 23:32:35.726,768,341.5,0,1,0
'1712496755744,'2024-04-07 23:32:35.744,768,341.5,0,1,0
'1712496755768,'2024-04-07 23:32:35.768,768,341.5,0,1,0
'1712496755778,'2024-04-07 23:32:35.778,768,341.5,0,1,0
'1712496755805,'2024-04-07 23:32:35.805,768,341.5,0,1,0
'1712496755814,'2024-04-07 23:32:35.814,768,341.5,0,1,0
'1712496755830,'2024-04-07 23:32:35.830,768,341.5,0,1,0
'1712496755847,'2024-04-07 23:32:35.847,768,341.5,0,1,0
'1712496755873,'2024-04-07 23:32:35.873,768,341.5,0,1,0
'1712496755882,'2024-04-07 23:32:35.882,768,341.5,0,1,0
'1712496755908,'2024-04-07 23:32:35.908,768,341.5,0,1,0
'1712496755916,'2024-04-07 23:32:35.916,768,341.5,0,1,0
'1712496755942,'2024-04-07 23:32:35.942,768,341.5,0,1,0
'1712496755951,'2024-04-07 23:32:35.951,768,341.5,0,1,0
'1712496755976,'2024-04-07 23:32:35.976,768,341.5,0,1,0
'1712496755994,'2024-04-07 23:32:35.994,768,341.5,0,1,0
'1712496756003,'2024-04-07 23:32:36.003,768,341.5,0,1,0
'1712496756020,'2024-04-07 23:32:36.020,768,341.5,0,1,0
'1712496756037,'2024-04-07 23:32:36.037,768,341.5,0,1,0
'1712496756062,'2024-04-07 23:32:36.062,768,341.5,0,1,0
'1712496756079,'2024-04-07 23:32:36.079,768,341.5,0,1,0
'1712496756095,'2024-04-07 23:32:36.095,768,341.5,0,1,0
'1712496756113,'2024-04-07 23:32:36.113,768,341.5,0,1,0
'1712496756129,'2024-04-07 23:32:36.129,768,341.5,0,1,0
'1712496756146,'2024-04-07 23:32:36.146,768,341.5,0,1,0
'1712496756163,'2024-04-07 23:32:36.163,768,341.5,0,1,0
'1712496756183,'2024-04-07 23:32:36.183,768,341.5,0,1,0
'1712496756199,'2024-04-07 23:32:36.199,768,341.5,0,1,0
'1712496756215,'2024-04-07 23:32:36.215,768,341.5,0,1,0
'1712496756233,'2024-04-07 23:32:36.233,768,341.5,0,1,0
'1712496756250,'2024-04-07 23:32:36.250,768,341.5,0,1,0
'1712496756275,'2024-04-07 23:32:36.275,768,341.5,0,1,0
'1712496756284,'2024-04-07 23:32:36.284,768,341.5,0,1,0
'1712496756310,'2024-04-07 23:32:36.310,768,341.5,0,1,0
'1712496756319,'2024-04-07 23:32:36.319,768,341.5,0,1,0
'1712496756335,'2024-04-07 23:32:36.335,768,341.5,0,1,0
'1712496756352,'2024-04-07 23:32:36.352,768,341.5,0,1,0
'1712496756377,'2024-04-07 23:32:36.377,768,341.5,0,1,0
'1712496756387,'2024-04-07 23:32:36.387,768,341.5,0,1,0
'1712496756404,'2024-04-07 23:32:36.404,768,341.5,0,1,0
'1712496756420,'2024-04-07 23:32:36.420,768,341.5,0,1,0
'1712496756436,'2024-04-07 23:32:36.436,768,341.5,0,1,0
'1712496756453,'2024-04-07 23:32:36.453,768,341.5,0,1,0
'1712496756470,'2024-04-07 23:32:36.470,768,341.5,0,1,0
'1712496756487,'2024-04-07 23:32:36.487,768,341.5,0,1,0
'1712496756505,'2024-04-07 23:32:36.505,768,341.5,0,1,0
'1712496756513,'2024-04-07 23:32:36.513,768,341.5,0,1,0
'1712496756539,'2024-04-07 23:32:36.539,768,341.5,0,1,0
'1712496756557,'2024-04-07 23:32:36.557,768,341.5,0,1,0
'1712496756574,'2024-04-07 23:32:36.574,768,341.5,0,1,0
'1712496756582,'2024-04-07 23:32:36.582,768,341.5,0,1,0
'1712496756608,'2024-04-07 23:32:36.608,768,341.5,0,1,0
'1712496756624,'2024-04-07 23:32:36.624,768,341.5,0,1,0
'1712496756632,'2024-04-07 23:32:36.632,768,341.5,0,1,0
'1712496756658,'2024-04-07 23:32:36.658,768,341.5,0,1,0
'1712496756667,'2024-04-07 23:32:36.667,768,341.5,0,1,0
'1712496756693,'2024-04-07 23:32:36.693,768,341.5,0,1,0
'1712496756701,'2024-04-07 23:32:36.701,768,341.5,0,1,0
'1712496756727,'2024-04-07 23:32:36.727,768,341.5,0,1,0
'1712496756743,'2024-04-07 23:32:36.743,768,341.5,0,1,0
'1712496756752,'2024-04-07 23:32:36.752,768,341.5,0,1,0
'1712496756779,'2024-04-07 23:32:36.779,768,341.5,0,1,0
'1712496756797,'2024-04-07 23:32:36.797,768,341.5,0,1,0
'1712496756814,'2024-04-07 23:32:36.814,768,341.5,0,1,0
'1712496756830,'2024-04-07 23:32:36.830,768,341.5,0,1,0
'1712496756847,'2024-04-07 23:32:36.847,768,341.5,0,1,0
'1712496756865,'2024-04-07 23:32:36.865,768,341.5,0,1,0
'1712496756873,'2024-04-07 23:32:36.873,768,341.5,0,1,0
'1712496756899,'2024-04-07 23:32:36.899,768,341.5,0,1,0
'1712496756916,'2024-04-07 23:32:36.916,768,341.5,0,1,0
'1712496756933,'2024-04-07 23:32:36.933,768,341.5,0,1,0
'1712496756951,'2024-04-07 23:32:36.951,768,341.5,0,1,0
'1712496756968,'2024-04-07 23:32:36.968,768,341.5,0,1,0
'1712496756976,'2024-04-07 23:32:36.976,768,341.5,0,1,0
'1712496757011,'2024-04-07 23:32:37.011,768,341.5,0,1,0
'1712496757028,'2024-04-07 23:32:37.028,768,341.5,0,1,0
'1712496757044,'2024-04-07 23:32:37.044,768,341.5,0,1,0
'1712496757061,'2024-04-07 23:32:37.061,768,341.5,0,1,0
'1712496757087,'2024-04-07 23:32:37.087,768,341.5,0,1,0
'1712496757096,'2024-04-07 23:32:37.096,768,341.5,0,1,0
'1712496757112,'2024-04-07 23:32:37.112,768,341.5,0,1,0
'1712496757130,'2024-04-07 23:32:37.130,768,341.5,0,1,0
'1712496757147,'2024-04-07 23:32:37.147,768,341.5,0,1,0
'1712496757164,'2024-04-07 23:32:37.164,768,341.5,0,1,0
'1712496757182,'2024-04-07 23:32:37.182,768,341.5,0,1,0
'1712496757199,'2024-04-07 23:32:37.199,768,341.5,0,1,0
'1712496757216,'2024-04-07 23:32:37.216,768,341.5,0,1,0
'1712496757242,'2024-04-07 23:32:37.242,768,341.5,0,1,0
'1712496757260,'2024-04-07 23:32:37.260,768,341.5,0,1,0
'1712496757277,'2024-04-07 23:32:37.277,768,341.5,0,1,0
'1712496757293,'2024-04-07 23:32:37.293,768,341.5,0,1,0
'1712496757310,'2024-04-07 23:32:37.310,768,341.5,0,1,0
'1712496757327,'2024-04-07 23:32:37.327,768,341.5,0,1,0
'1712496757344,'2024-04-07 23:32:37.344,768,341.5,0,1,0
'1712496757369,'2024-04-07 23:32:37.369,768,341.5,0,1,0
'1712496757386,'2024-04-07 23:32:37.386,768,341.5,0,1,0
'1712496757403,'2024-04-07 23:32:37.403,768,341.5,0,1,0
'1712496757421,'2024-04-07 23:32:37.421,768,341.5,0,1,0
'1712496757439,'2024-04-07 23:32:37.439,768,341.5,0,1,0
'1712496757456,'2024-04-07 23:32:37.456,768,341.5,0,1,0
'1712496757473,'2024-04-07 23:32:37.473,768,341.5,0,1,0
'1712496757491,'2024-04-07 23:32:37.491,768,341.5,0,1,0
'1712496757509,'2024-04-07 23:32:37.509,768,341.5,0,1,0
'1712496757526,'2024-04-07 23:32:37.526,768,341.5,0,1,0
'1712496757552,'2024-04-07 23:32:37.552,768,341.5,0,1,0
'1712496757569,'2024-04-07 23:32:37.569,768,341.5,0,1,0
'1712496757595,'2024-04-07 23:32:37.595,768,341.5,0,1,0
'1712496757612,'2024-04-07 23:32:37.612,768,341.5,0,1,0
'1712496757629,'2024-04-07 23:32:37.629,768,341.5,0,1,0
'1712496757655,'2024-04-07 23:32:37.655,768,341.5,0,1,0
'1712496757672,'2024-04-07 23:32:37.672,768,341.5,0,1,0
'1712496757690,'2024-04-07 23:32:37.690,768,341.5,0,1,0
'1712496757706,'2024-04-07 23:32:37.706,768,341.5,0,1,0
'1712496757732,'2024-04-07 23:32:37.732,768,341.5,0,1,0
'1712496757757,'2024-04-07 23:32:37.757,768,341.5,0,1,0
'1712496757766,'2024-04-07 23:32:37.766,768,341.5,0,1,0
'1712496757791,'2024-04-07 23:32:37.791,768,341.5,0,1,0
'1712496757808,'2024-04-07 23:32:37.808,768,341.5,0,1,0
'1712496757824,'2024-04-07 23:32:37.824,768,341.5,0,1,0
'1712496757849,'2024-04-07 23:32:37.849,768,341.5,0,1,0
'1712496757866,'2024-04-07 23:32:37.866,768,341.5,0,1,0
'1712496757883,'2024-04-07 23:32:37.883,768,341.5,0,1,0
'1712496757909,'2024-04-07 23:32:37.909,768,341.5,0,1,0
'1712496757926,'2024-04-07 23:32:37.926,768,341.5,0,1,0
'1712496757943,'2024-04-07 23:32:37.943,768,341.5,0,1,0
'1712496757960,'2024-04-07 23:32:37.960,768,341.5,0,1,0
'1712496757986,'2024-04-07 23:32:37.986,768,341.5,0,1,0
'1712496757995,'2024-04-07 23:32:37.995,768,341.5,0,1,0
'1712496758022,'2024-04-07 23:32:38.022,768,341.5,0,1,0
'1712496758039,'2024-04-07 23:32:38.039,768,341.5,0,1,0
'1712496758064,'2024-04-07 23:32:38.064,768,341.5,0,1,0
'1712496758073,'2024-04-07 23:32:38.073,768,341.5,0,1,0
'1712496758099,'2024-04-07 23:32:38.099,768,341.5,0,1,0
'1712496758116,'2024-04-07 23:32:38.116,768,341.5,0,1,0
'1712496758133,'2024-04-07 23:32:38.133,768,341.5,0,1,0
'1712496758149,'2024-04-07 23:32:38.149,768,341.5,0,1,0
'1712496758166,'2024-04-07 23:32:38.166,768,341.5,0,1,0
'1712496758184,'2024-04-07 23:32:38.184,768,341.5,0,1,0
'1712496758200,'2024-04-07 23:32:38.200,768,341.5,0,1,0
'1712496758228,'2024-04-07 23:32:38.228,768,341.5,0,1,0
'1712496758245,'2024-04-07 23:32:38.245,768,341.5,0,1,0
'1712496758263,'2024-04-07 23:32:38.263,768,341.5,0,1,0
'1712496758290,'2024-04-07 23:32:38.290,768,341.5,0,1,0
'1712496758298,'2024-04-07 23:32:38.298,768,341.5,0,1,0
'1712496758315,'2024-04-07 23:32:38.315,768,341.5,0,1,0
'1712496758333,'2024-04-07 23:32:38.333,768,341.5,0,1,0
'1712496758350,'2024-04-07 23:32:38.350,768,341.5,0,1,0
'1712496758377,'2024-04-07 23:32:38.377,768,341.5,0,1,0
'1712496758385,'2024-04-07 23:32:38.385,768,341.5,0,1,0
'1712496758411,'2024-04-07 23:32:38.411,768,341.5,0,1,0
'1712496758420,'2024-04-07 23:32:38.420,768,341.5,0,1,0
'1712496758444,'2024-04-07 23:32:38.444,768,341.5,0,1,0
'1712496758469,'2024-04-07 23:32:38.469,768,341.5,0,1,0
'1712496758496,'2024-04-07 23:32:38.496,768,341.5,0,1,0
'1712496758505,'2024-04-07 23:32:38.505,768,341.5,0,1,0
'1712496758531,'2024-04-07 23:32:38.531,768,341.5,0,1,0
'1712496758548,'2024-04-07 23:32:38.548,768,341.5,0,1,0
'1712496758572,'2024-04-07 23:32:38.572,768,341.5,0,1,0
'1712496758598,'2024-04-07 23:32:38.598,768,341.5,0,1,0
'1712496758615,'2024-04-07 23:32:38.615,768,341.5,0,1,0
'1712496758641,'2024-04-07 23:32:38.641,768,341.5,0,1,0
'1712496758658,'2024-04-07 23:32:38.658,768,341.5,0,1,0
'1712496758683,'2024-04-07 23:32:38.683,768,341.5,0,1,0
'1712496758702,'2024-04-07 23:32:38.702,768,341.5,0,1,0
'1712496758710,'2024-04-07 23:32:38.710,768,341.5,0,1,0
'1712496758751,'2024-04-07 23:32:38.751,768,341.5,0,1,0
'1712496758760,'2024-04-07 23:32:38.760,768,341.5,0,1,0
'1712496758786,'2024-04-07 23:32:38.786,768,341.5,0,1,0
'1712496758796,'2024-04-07 23:32:38.796,768,341.5,0,1,0
'1712496758824,'2024-04-07 23:32:38.824,768,341.5,0,1,0
'1712496758840,'2024-04-07 23:32:38.840,768,341.5,0,1,0
'1712496758857,'2024-04-07 23:32:38.857,768,341.5,0,1,0
'1712496758875,'2024-04-07 23:32:38.875,768,341.5,0,1,0
'1712496758918,'2024-04-07 23:32:38.918,768,341.5,0,1,0
'1712496758926,'2024-04-07 23:32:38.926,768,341.5,0,1,0
'1712496758943,'2024-04-07 23:32:38.943,768,341.5,0,1,0
'1712496758969,'2024-04-07 23:32:38.969,768,341.5,0,1,0
'1712496758986,'2024-04-07 23:32:38.986,768,341.5,0,1,0
'1712496759004,'2024-04-07 23:32:39.004,768,341.5,0,1,0
'1712496759029,'2024-04-07 23:32:39.029,768,341.5,0,1,0
'1712496759047,'2024-04-07 23:32:39.047,768,341.5,0,1,0
'1712496759072,'2024-04-07 23:32:39.072,768,341.5,0,1,0
'1712496759089,'2024-04-07 23:32:39.089,768,341.5,0,1,0
'1712496759115,'2024-04-07 23:32:39.115,768,341.5,0,1,0
'1712496759131,'2024-04-07 23:32:39.131,768,341.5,0,1,0
'1712496759156,'2024-04-07 23:32:39.156,768,341.5,0,1,0
'1712496759173,'2024-04-07 23:32:39.173,768,341.5,0,1,0
'1712496759190,'2024-04-07 23:32:39.190,768,341.5,0,1,0
'1712496759215,'2024-04-07 23:32:39.215,768,341.5,0,1,0
'1712496759232,'2024-04-07 23:32:39.232,768,341.5,0,1,0
'1712496759258,'2024-04-07 23:32:39.258,768,341.5,0,1,0
'1712496759275,'2024-04-07 23:32:39.275,768,341.5,0,1,0
'1712496759292,'2024-04-07 23:32:39.292,768,341.5,0,1,0
'1712496759309,'2024-04-07 23:32:39.309,768,341.5,0,1,0
'1712496759326,'2024-04-07 23:32:39.326,768,341.5,0,1,0
'1712496759344,'2024-04-07 23:32:39.344,768,341.5,0,1,0
'1712496759362,'2024-04-07 23:32:39.362,768,341.5,0,1,0
'1712496759378,'2024-04-07 23:32:39.378,768,341.5,0,1,0
'1712496759395,'2024-04-07 23:32:39.395,768,341.5,0,1,0
'1712496759420,'2024-04-07 23:32:39.420,768,341.5,0,1,0
'1712496759437,'2024-04-07 23:32:39.437,768,341.5,0,1,0
'1712496759454,'2024-04-07 23:32:39.454,768,341.5,0,1,0
'1712496759471,'2024-04-07 23:32:39.471,768,341.5,0,1,0
'1712496759488,'2024-04-07 23:32:39.488,768,341.5,0,1,0
'1712496759506,'2024-04-07 23:32:39.506,768,341.5,0,1,0
'1712496759532,'2024-04-07 23:32:39.532,768,341.5,0,1,0
'1712496759550,'2024-04-07 23:32:39.550,768,341.5,0,1,0
'1712496759566,'2024-04-07 23:32:39.566,768,341.5,0,1,0
'1712496759584,'2024-04-07 23:32:39.584,768,341.5,0,1,0
'1712496759601,'2024-04-07 23:32:39.601,768,341.5,0,1,0
'1712496759627,'2024-04-07 23:32:39.627,768,341.5,0,1,0
'1712496759653,'2024-04-07 23:32:39.653,768,341.5,0,1,0
'1712496759671,'2024-04-07 23:32:39.671,768,341.5,0,1,0
'1712496759688,'2024-04-07 23:32:39.688,768,341.5,0,1,0
'1712496759705,'2024-04-07 23:32:39.705,768,341.5,0,1,0
'1712496759722,'2024-04-07 23:32:39.722,768,341.5,0,1,0
'1712496759739,'2024-04-07 23:32:39.739,768,341.5,0,1,0
'1712496759756,'2024-04-07 23:32:39.756,768,341.5,0,1,0
'1712496759773,'2024-04-07 23:32:39.773,768,341.5,0,1,0
'1712496759791,'2024-04-07 23:32:39.791,768,341.5,0,1,0
'1712496759808,'2024-04-07 23:32:39.808,768,341.5,0,1,0
'1712496759834,'2024-04-07 23:32:39.834,768,341.5,0,1,0
'1712496759851,'2024-04-07 23:32:39.851,768,341.5,0,1,0
