Timestamp UNIX,Timestamp Unity, X,Y, Left, Middle, Right
1712487368178,2024-04-07 10:56:08.178,768,341.5,0,1,0
1712487368202,2024-04-07 10:56:08.202,768,341.5,0,1,0
1712487368211,2024-04-07 10:56:08.211,768,341.5,0,1,0
1712487368235,2024-04-07 10:56:08.235,768,341.5,0,1,0
1712487368253,2024-04-07 10:56:08.253,768,341.5,0,1,0
1712487368269,2024-04-07 10:56:08.269,768,341.5,0,1,0
1712487368277,2024-04-07 10:56:08.277,768,341.5,0,1,0
1712487368302,2024-04-07 10:56:08.302,768,341.5,0,1,0
1712487368319,2024-04-07 10:56:08.319,768,341.5,0,1,0
1712487368336,2024-04-07 10:56:08.336,768,341.5,0,1,0
1712487368345,2024-04-07 10:56:08.345,768,341.5,0,1,0
1712487368363,2024-04-07 10:56:08.363,768,341.5,0,1,0
1712487368372,2024-04-07 10:56:08.372,768,341.5,0,1,0
1712487368390,2024-04-07 10:56:08.390,768,341.5,0,1,0
1712487368407,2024-04-07 10:56:08.407,768,341.5,0,1,0
1712487368416,2024-04-07 10:56:08.416,768,341.5,0,1,0
1712487368433,2024-04-07 10:56:08.433,768,341.5,0,1,0
1712487368442,2024-04-07 10:56:08.442,768,341.5,0,1,0
1712487368460,2024-04-07 10:56:08.460,768,341.5,0,1,0
1712487368469,2024-04-07 10:56:08.469,768,341.5,0,1,0
1712487368485,2024-04-07 10:56:08.485,768,341.5,0,1,0
1712487368494,2024-04-07 10:56:08.494,768,341.5,0,1,0
1712487368511,2024-04-07 10:56:08.511,768,341.5,0,1,0
1712487368528,2024-04-07 10:56:08.528,768,341.5,0,1,0
1712487368546,2024-04-07 10:56:08.546,768,341.5,0,1,0
1712487368555,2024-04-07 10:56:08.555,768,341.5,0,1,0
1712487368572,2024-04-07 10:56:08.572,768,341.5,0,1,0
1712487368581,2024-04-07 10:56:08.581,768,341.5,0,1,0
1712487368598,2024-04-07 10:56:08.598,768,341.5,0,1,0
1712487368607,2024-04-07 10:56:08.607,768,341.5,0,1,0
1712487368624,2024-04-07 10:56:08.624,768,341.5,0,1,0
1712487368642,2024-04-07 10:56:08.642,768,341.5,0,1,0
1712487368650,2024-04-07 10:56:08.650,768,341.5,0,1,0
1712487368667,2024-04-07 10:56:08.667,768,341.5,0,1,0
1712487368676,2024-04-07 10:56:08.676,768,341.5,0,1,0
1712487368694,2024-04-07 10:56:08.694,768,341.5,0,1,0
1712487368712,2024-04-07 10:56:08.712,768,341.5,0,1,0
1712487368720,2024-04-07 10:56:08.720,768,341.5,0,1,0
1712487368729,2024-04-07 10:56:08.729,768,341.5,0,1,0
1712487368746,2024-04-07 10:56:08.746,768,341.5,0,1,0
1712487368763,2024-04-07 10:56:08.763,768,341.5,0,1,0
1712487368772,2024-04-07 10:56:08.772,768,341.5,0,1,0
1712487368788,2024-04-07 10:56:08.788,768,341.5,0,1,0
1712487368805,2024-04-07 10:56:08.805,768,341.5,0,1,0
1712487368814,2024-04-07 10:56:08.814,768,341.5,0,1,0
1712487368831,2024-04-07 10:56:08.831,768,341.5,0,1,0
1712487368847,2024-04-07 10:56:08.847,768,341.5,0,1,0
1712487368856,2024-04-07 10:56:08.856,768,341.5,0,1,0
1712487368874,2024-04-07 10:56:08.874,768,341.5,0,1,0
1712487368883,2024-04-07 10:56:08.883,768,341.5,0,1,0
1712487368900,2024-04-07 10:56:08.900,768,341.5,0,1,0
1712487368909,2024-04-07 10:56:08.909,768,341.5,0,1,0
1712487368934,2024-04-07 10:56:08.934,768,341.5,0,1,0
1712487368942,2024-04-07 10:56:08.942,768,341.5,0,1,0
1712487368960,2024-04-07 10:56:08.960,768,341.5,0,1,0
1712487368978,2024-04-07 10:56:08.978,768,341.5,0,1,0
1712487368986,2024-04-07 10:56:08.986,768,341.5,0,1,0
1712487368994,2024-04-07 10:56:08.994,768,341.5,0,1,0
1712487369011,2024-04-07 10:56:09.011,768,341.5,0,1,0
1712487369028,2024-04-07 10:56:09.028,768,341.5,0,1,0
1712487369036,2024-04-07 10:56:09.036,768,341.5,0,1,0
1712487369054,2024-04-07 10:56:09.054,768,341.5,0,1,0
1712487369070,2024-04-07 10:56:09.070,768,341.5,0,1,0
1712487369079,2024-04-07 10:56:09.079,768,341.5,0,1,0
1712487369096,2024-04-07 10:56:09.096,768,341.5,0,1,0
1712487369112,2024-04-07 10:56:09.112,768,341.5,0,1,0
1712487369129,2024-04-07 10:56:09.129,768,341.5,0,1,0
1712487369138,2024-04-07 10:56:09.138,768,341.5,0,1,0
1712487369156,2024-04-07 10:56:09.156,768,341.5,0,1,0
1712487369173,2024-04-07 10:56:09.173,768,341.5,0,1,0
1712487369190,2024-04-07 10:56:09.190,768,341.5,0,1,0
1712487369199,2024-04-07 10:56:09.199,768,341.5,0,1,0
1712487369216,2024-04-07 10:56:09.216,768,341.5,0,1,0
1712487369234,2024-04-07 10:56:09.234,768,341.5,0,1,0
1712487369242,2024-04-07 10:56:09.242,768,341.5,0,1,0
1712487369259,2024-04-07 10:56:09.259,768,341.5,0,1,0
1712487369277,2024-04-07 10:56:09.277,768,341.5,0,1,0
1712487369294,2024-04-07 10:56:09.294,768,341.5,0,1,0
1712487369311,2024-04-07 10:56:09.311,768,341.5,0,1,0
1712487369329,2024-04-07 10:56:09.329,768,341.5,0,1,0
1712487369346,2024-04-07 10:56:09.346,768,341.5,0,1,0
1712487369354,2024-04-07 10:56:09.354,768,341.5,0,1,0
1712487369380,2024-04-07 10:56:09.380,768,341.5,0,1,0
1712487369397,2024-04-07 10:56:09.397,768,341.5,0,1,0
1712487369414,2024-04-07 10:56:09.414,768,341.5,0,1,0
1712487369432,2024-04-07 10:56:09.432,768,341.5,0,1,0
1712487369448,2024-04-07 10:56:09.448,768,341.5,0,1,0
1712487369457,2024-04-07 10:56:09.457,768,341.5,0,1,0
1712487369473,2024-04-07 10:56:09.473,768,341.5,0,1,0
1712487369491,2024-04-07 10:56:09.491,768,341.5,0,1,0
1712487369508,2024-04-07 10:56:09.508,768,341.5,0,1,0
1712487369517,2024-04-07 10:56:09.517,768,341.5,0,1,0
1712487369534,2024-04-07 10:56:09.534,768,341.5,0,1,0
1712487369551,2024-04-07 10:56:09.551,768,341.5,0,1,0
1712487369568,2024-04-07 10:56:09.568,768,341.5,0,1,0
1712487369577,2024-04-07 10:56:09.577,768,341.5,0,1,0
1712487369594,2024-04-07 10:56:09.594,768,341.5,0,1,0
1712487369604,2024-04-07 10:56:09.604,768,341.5,0,1,0
1712487369621,2024-04-07 10:56:09.621,768,341.5,0,1,0
1712487369629,2024-04-07 10:56:09.629,768,341.5,0,1,0
1712487369646,2024-04-07 10:56:09.646,768,341.5,0,1,0
1712487369663,2024-04-07 10:56:09.663,768,341.5,0,1,0
1712487369680,2024-04-07 10:56:09.680,768,341.5,0,1,0
1712487369697,2024-04-07 10:56:09.697,768,341.5,0,1,0
1712487369705,2024-04-07 10:56:09.705,768,341.5,0,1,0
1712487369722,2024-04-07 10:56:09.722,768,341.5,0,1,0
1712487369732,2024-04-07 10:56:09.732,768,341.5,0,1,0
1712487369748,2024-04-07 10:56:09.748,768,341.5,0,1,0
1712487369757,2024-04-07 10:56:09.757,768,341.5,0,1,0
1712487369773,2024-04-07 10:56:09.773,768,341.5,0,1,0
1712487369781,2024-04-07 10:56:09.781,768,341.5,0,1,0
1712487369798,2024-04-07 10:56:09.798,768,341.5,0,1,0
1712487369816,2024-04-07 10:56:09.816,768,341.5,0,1,0
1712487369832,2024-04-07 10:56:09.832,768,341.5,0,1,0
1712487369850,2024-04-07 10:56:09.850,768,341.5,0,1,0
1712487369858,2024-04-07 10:56:09.858,768,341.5,0,1,0
1712487369875,2024-04-07 10:56:09.875,768,341.5,0,1,0
1712487369884,2024-04-07 10:56:09.884,768,341.5,0,1,0
1712487369901,2024-04-07 10:56:09.901,768,341.5,0,1,0
1712487369910,2024-04-07 10:56:09.910,768,341.5,0,1,0
1712487369927,2024-04-07 10:56:09.927,768,341.5,0,1,0
1712487369944,2024-04-07 10:56:09.944,768,341.5,0,1,0
1712487369953,2024-04-07 10:56:09.953,768,341.5,0,1,0
1712487369970,2024-04-07 10:56:09.970,768,341.5,0,1,0
1712487369988,2024-04-07 10:56:09.988,768,341.5,0,1,0
1712487370005,2024-04-07 10:56:10.005,768,341.5,0,1,0
1712487370014,2024-04-07 10:56:10.014,768,341.5,0,1,0
1712487370031,2024-04-07 10:56:10.031,768,341.5,0,1,0
1712487370048,2024-04-07 10:56:10.048,768,341.5,0,1,0
1712487370065,2024-04-07 10:56:10.065,768,341.5,0,1,0
1712487370081,2024-04-07 10:56:10.081,768,341.5,0,1,0
1712487370099,2024-04-07 10:56:10.099,768,341.5,0,1,0
1712487370116,2024-04-07 10:56:10.116,768,341.5,0,1,0
1712487370124,2024-04-07 10:56:10.124,768,341.5,0,1,0
1712487370141,2024-04-07 10:56:10.141,768,341.5,0,1,0
1712487370158,2024-04-07 10:56:10.158,768,341.5,0,1,0
1712487370176,2024-04-07 10:56:10.176,768,341.5,0,1,0
1712487370193,2024-04-07 10:56:10.193,768,341.5,0,1,0
1712487370202,2024-04-07 10:56:10.202,768,341.5,0,1,0
1712487370219,2024-04-07 10:56:10.219,768,341.5,0,1,0
1712487370228,2024-04-07 10:56:10.228,768,341.5,0,1,0
1712487370245,2024-04-07 10:56:10.245,768,341.5,0,1,0
1712487370262,2024-04-07 10:56:10.262,768,341.5,0,1,0
1712487370279,2024-04-07 10:56:10.279,768,341.5,0,1,0
1712487370363,2024-04-07 10:56:10.363,768,341.5,0,1,0
1712487370380,2024-04-07 10:56:10.380,768,341.5,0,1,0
1712487370397,2024-04-07 10:56:10.397,768,341.5,0,1,0
1712487370414,2024-04-07 10:56:10.414,768,341.5,0,1,0
1712487370431,2024-04-07 10:56:10.431,768,341.5,0,1,0
1712487370448,2024-04-07 10:56:10.448,768,341.5,0,1,0
1712487370457,2024-04-07 10:56:10.457,768,341.5,0,1,0
1712487370474,2024-04-07 10:56:10.474,768,341.5,0,1,0
1712487370491,2024-04-07 10:56:10.491,768,341.5,0,1,0
1712487370509,2024-04-07 10:56:10.509,768,341.5,0,1,0
1712487370526,2024-04-07 10:56:10.526,768,341.5,0,1,0
1712487370542,2024-04-07 10:56:10.542,768,341.5,0,1,0
1712487370559,2024-04-07 10:56:10.559,768,341.5,0,1,0
1712487370567,2024-04-07 10:56:10.567,768,341.5,0,1,0
1712487370585,2024-04-07 10:56:10.585,768,341.5,0,1,0
1712487370594,2024-04-07 10:56:10.594,768,341.5,0,1,0
1712487370621,2024-04-07 10:56:10.621,768,341.5,0,1,0
1712487370629,2024-04-07 10:56:10.629,768,341.5,0,1,0
1712487370646,2024-04-07 10:56:10.646,768,341.5,0,1,0
1712487370663,2024-04-07 10:56:10.663,768,341.5,0,1,0
1712487370672,2024-04-07 10:56:10.672,768,341.5,0,1,0
1712487370689,2024-04-07 10:56:10.689,768,341.5,0,1,0
1712487370707,2024-04-07 10:56:10.707,768,341.5,0,1,0
1712487370716,2024-04-07 10:56:10.716,768,341.5,0,1,0
1712487370733,2024-04-07 10:56:10.733,768,341.5,0,1,0
1712487370750,2024-04-07 10:56:10.750,768,341.5,0,1,0
1712487370767,2024-04-07 10:56:10.767,768,341.5,0,1,0
1712487370784,2024-04-07 10:56:10.784,768,341.5,0,1,0
1712487370792,2024-04-07 10:56:10.792,768,341.5,0,1,0
1712487370818,2024-04-07 10:56:10.818,768,341.5,0,1,0
1712487370835,2024-04-07 10:56:10.835,768,341.5,0,1,0
1712487370844,2024-04-07 10:56:10.844,768,341.5,0,1,0
1712487370861,2024-04-07 10:56:10.861,768,341.5,0,1,0
1712487370879,2024-04-07 10:56:10.879,768,341.5,0,1,0
1712487370887,2024-04-07 10:56:10.887,768,341.5,0,1,0
1712487370904,2024-04-07 10:56:10.904,768,341.5,0,1,0
1712487370921,2024-04-07 10:56:10.921,768,341.5,0,1,0
1712487370938,2024-04-07 10:56:10.938,768,341.5,0,1,0
1712487370947,2024-04-07 10:56:10.947,768,341.5,0,1,0
1712487370964,2024-04-07 10:56:10.964,768,341.5,0,1,0
1712487370981,2024-04-07 10:56:10.981,768,341.5,0,1,0
1712487370997,2024-04-07 10:56:10.997,768,341.5,0,1,0
1712487371006,2024-04-07 10:56:11.006,768,341.5,0,1,0
1712487371023,2024-04-07 10:56:11.023,768,341.5,0,1,0
1712487371041,2024-04-07 10:56:11.041,768,341.5,0,1,0
1712487371049,2024-04-07 10:56:11.049,768,341.5,0,1,0
1712487371066,2024-04-07 10:56:11.066,768,341.5,0,1,0
1712487371082,2024-04-07 10:56:11.082,768,341.5,0,1,0
1712487371099,2024-04-07 10:56:11.099,768,341.5,0,1,0
1712487371116,2024-04-07 10:56:11.116,768,341.5,0,1,0
1712487371133,2024-04-07 10:56:11.133,768,341.5,0,1,0
1712487371150,2024-04-07 10:56:11.150,768,341.5,0,1,0
1712487371167,2024-04-07 10:56:11.167,768,341.5,0,1,0
1712487371183,2024-04-07 10:56:11.183,768,341.5,0,1,0
1712487371200,2024-04-07 10:56:11.200,768,341.5,0,1,0
1712487371210,2024-04-07 10:56:11.210,768,341.5,0,1,0
1712487371226,2024-04-07 10:56:11.226,768,341.5,0,1,0
1712487371234,2024-04-07 10:56:11.234,768,341.5,0,1,0
1712487371251,2024-04-07 10:56:11.251,768,341.5,0,1,0
1712487371268,2024-04-07 10:56:11.268,768,341.5,0,1,0
1712487371276,2024-04-07 10:56:11.276,768,341.5,0,1,0
1712487371292,2024-04-07 10:56:11.292,768,341.5,0,1,0
1712487371309,2024-04-07 10:56:11.309,768,341.5,0,1,0
1712487371317,2024-04-07 10:56:11.317,768,341.5,0,1,0
1712487371334,2024-04-07 10:56:11.334,768,341.5,0,1,0
1712487371352,2024-04-07 10:56:11.352,768,341.5,0,1,0
1712487371369,2024-04-07 10:56:11.369,768,341.5,0,1,0
1712487371386,2024-04-07 10:56:11.386,768,341.5,0,1,0
1712487371403,2024-04-07 10:56:11.403,768,341.5,0,1,0
1712487371411,2024-04-07 10:56:11.411,768,341.5,0,1,0
1712487371429,2024-04-07 10:56:11.429,768,341.5,0,1,0
1712487371446,2024-04-07 10:56:11.446,768,341.5,0,1,0
1712487371472,2024-04-07 10:56:11.472,768,341.5,0,1,0
1712487371481,2024-04-07 10:56:11.481,768,341.5,0,1,0
1712487371499,2024-04-07 10:56:11.499,768,341.5,0,1,0
1712487371507,2024-04-07 10:56:11.507,768,341.5,0,1,0
1712487371525,2024-04-07 10:56:11.525,768,341.5,0,1,0
1712487371543,2024-04-07 10:56:11.543,768,341.5,0,1,0
1712487371560,2024-04-07 10:56:11.560,768,341.5,0,1,0
1712487371578,2024-04-07 10:56:11.578,768,341.5,0,1,0
1712487371595,2024-04-07 10:56:11.595,768,341.5,0,1,0
1712487371604,2024-04-07 10:56:11.604,768,341.5,0,1,0
1712487371621,2024-04-07 10:56:11.621,768,341.5,0,1,0
1712487371630,2024-04-07 10:56:11.630,768,341.5,0,1,0
1712487371647,2024-04-07 10:56:11.647,768,341.5,0,1,0
1712487371664,2024-04-07 10:56:11.664,768,341.5,0,1,0
1712487371673,2024-04-07 10:56:11.673,768,341.5,0,1,0
1712487371691,2024-04-07 10:56:11.691,768,341.5,0,1,0
1712487371699,2024-04-07 10:56:11.699,768,341.5,0,1,0
1712487371716,2024-04-07 10:56:11.716,768,341.5,0,1,0
1712487371733,2024-04-07 10:56:11.733,768,341.5,0,1,0
1712487371750,2024-04-07 10:56:11.750,768,341.5,0,1,0
1712487371766,2024-04-07 10:56:11.766,768,341.5,0,1,0
1712487371775,2024-04-07 10:56:11.775,768,341.5,0,1,0
