Timestamp UNIX,Timestamp Local, X,Y, Left Pupil Diameter, Right Pupil Diameter, Gaze on Left, Gaze on Middle, Gaze on Right
'1714460779007,'2024-04-30 17:06:19.007,-192.9439,-104.7961,3.70253,3.841431,1,1,0,0,0
'1714460779029,'2024-04-30 17:06:19.029,-190.8625,-104.926,3.702148,3.845917,1,1,0,0,0
'1714460779038,'2024-04-30 17:06:19.038,-192.4319,-104.4256,3.704926,3.858292,1,1,0,0,0
'1714460779046,'2024-04-30 17:06:19.046,-191.3868,-106.2366,3.746704,3.895294,1,1,0,0,0
'1714460779064,'2024-04-30 17:06:19.064,-163.3358,-79.99763,3.735001,3.961746,1,1,0,0,0
'1714460779073,'2024-04-30 17:06:19.073,-114.5022,-77.61747,3.682861,3.901535,1,1,0,0,0
'1714460779091,'2024-04-30 17:06:19.091,-72.89006,-48.80238,3.666733,3.763809,1,1,0,1,0
'1714460779100,'2024-04-30 17:06:19.100,-27.92361,-14.76514,3.562469,3.740417,1,1,0,1,0
'1714460779118,'2024-04-30 17:06:19.118,-15.94238,7.916049,3.68132,3.788177,1,1,0,1,0
'1714460779126,'2024-04-30 17:06:19.126,-22.24239,-2.24345,3.637985,3.744095,1,1,0,1,0
'1714460779143,'2024-04-30 17:06:19.143,-49.84777,-24.40142,3.693924,3.750122,1,1,0,1,0
'1714460779152,'2024-04-30 17:06:19.152,-46.36976,-24.47723,3.690903,3.733521,1,1,0,1,0
'1714460779170,'2024-04-30 17:06:19.170,-51.78838,-22.06296,3.682251,3.729401,1,1,0,1,0
'1714460779179,'2024-04-30 17:06:19.179,-57.94616,-21.81485,3.70929,3.741623,1,1,0,1,0
'1714460779196,'2024-04-30 17:06:19.196,-44.93534,-18.30204,3.698807,3.769363,1,1,0,1,0
'1714460779205,'2024-04-30 17:06:19.205,-16.47328,5.794864,3.77121,3.560928,1,1,0,1,0
'1714460779214,'2024-04-30 17:06:19.214,-3.906669,23.71541,3.716019,3.625336,1,1,0,1,0
