Timestamp(UTC UNIX),Timestamp (AEST Local), X,Y, Gaze on Left, Gaze on Middle, Gaze on Right
'1713068577002,'2024-04-14 14:22:57.002,760,333.5,0,1,0
'1713068578528,'2024-04-14 14:22:58.528,760,333.5,0,1,0
'1713068578587,'2024-04-14 14:22:58.587,760,333.5,0,1,0
'1713068578655,'2024-04-14 14:22:58.655,760,333.5,0,1,0
'1713068578664,'2024-04-14 14:22:58.664,760,333.5,0,1,0
'1713068578673,'2024-04-14 14:22:58.673,760,333.5,0,1,0
'1713068578691,'2024-04-14 14:22:58.691,760,333.5,0,1,0
'1713068578716,'2024-04-14 14:22:58.716,760,333.5,0,1,0
'1713068578733,'2024-04-14 14:22:58.733,760,333.5,0,1,0
'1713068578750,'2024-04-14 14:22:58.750,760,333.5,0,1,0
'1713068578768,'2024-04-14 14:22:58.768,760,333.5,0,1,0
'1713068578786,'2024-04-14 14:22:58.786,760,333.5,0,1,0
'1713068578802,'2024-04-14 14:22:58.802,760,333.5,0,1,0
'1713068578819,'2024-04-14 14:22:58.819,760,333.5,0,1,0
'1713068578836,'2024-04-14 14:22:58.836,760,333.5,0,1,0
'1713068578861,'2024-04-14 14:22:58.861,760,333.5,0,1,0
'1713068578879,'2024-04-14 14:22:58.879,760,333.5,0,1,0
'1713068578887,'2024-04-14 14:22:58.887,760,333.5,0,1,0
'1713068578895,'2024-04-14 14:22:58.895,760,333.5,0,1,0
'1713068578913,'2024-04-14 14:22:58.913,760,333.5,0,1,0
'1713068578922,'2024-04-14 14:22:58.922,760,333.5,0,1,0
'1713068578939,'2024-04-14 14:22:58.939,760,333.5,0,1,0
'1713068578966,'2024-04-14 14:22:58.966,760,333.5,0,1,0
'1713068578982,'2024-04-14 14:22:58.982,760,333.5,0,1,0
'1713068578991,'2024-04-14 14:22:58.991,760,333.5,0,1,0
'1713068579008,'2024-04-14 14:22:59.008,760,333.5,0,1,0
'1713068579025,'2024-04-14 14:22:59.025,760,333.5,0,1,0
'1713068579042,'2024-04-14 14:22:59.042,760,333.5,0,1,0
'1713068579058,'2024-04-14 14:22:59.058,760,333.5,0,1,0
'1713068579068,'2024-04-14 14:22:59.068,760,333.5,0,1,0
'1713068579085,'2024-04-14 14:22:59.085,760,333.5,0,1,0
'1713068579103,'2024-04-14 14:22:59.103,760,333.5,0,1,0
'1713068579120,'2024-04-14 14:22:59.120,760,333.5,0,1,0
'1713068579138,'2024-04-14 14:22:59.138,760,333.5,0,1,0
'1713068579146,'2024-04-14 14:22:59.146,760,333.5,0,1,0
'1713068579164,'2024-04-14 14:22:59.164,760,333.5,0,1,0
'1713068579181,'2024-04-14 14:22:59.181,760,333.5,0,1,0
'1713068579199,'2024-04-14 14:22:59.199,760,333.5,0,1,0
'1713068579216,'2024-04-14 14:22:59.216,760,333.5,0,1,0
'1713068579224,'2024-04-14 14:22:59.224,760,333.5,0,1,0
'1713068579241,'2024-04-14 14:22:59.241,760,333.5,0,1,0
'1713068579260,'2024-04-14 14:22:59.260,760,333.5,0,1,0
'1713068579277,'2024-04-14 14:22:59.277,760,333.5,0,1,0
'1713068579294,'2024-04-14 14:22:59.294,760,333.5,0,1,0
'1713068579311,'2024-04-14 14:22:59.311,760,333.5,0,1,0
'1713068579344,'2024-04-14 14:22:59.344,760,333.5,0,1,0
'1713068579361,'2024-04-14 14:22:59.361,760,333.5,0,1,0
