Timestamp UNIX,Timestamp Unity, X,Y 
1712461699647,2024-04-07 03:48:19.647,0,1001.5
1712461699656,2024-04-07 03:48:19.656,0,1001.5
1712461699665,2024-04-07 03:48:19.665,0,1001.5
1712461699673,2024-04-07 03:48:19.673,0,1001.5
1712461699681,2024-04-07 03:48:19.681,0,1001.5
1712461699689,2024-04-07 03:48:19.689,0,1001.5
1712461699697,2024-04-07 03:48:19.697,0,1001.5
1712461699705,2024-04-07 03:48:19.705,0,1001.5
1712461699714,2024-04-07 03:48:19.714,0,1001.5
1712461699723,2024-04-07 03:48:19.723,0,1001.5
1712461699731,2024-04-07 03:48:19.731,0,1001.5
1712461699739,2024-04-07 03:48:19.739,0,1001.5
1712461699747,2024-04-07 03:48:19.747,0,1001.5
1712461699756,2024-04-07 03:48:19.756,0,1001.5
1712461699765,2024-04-07 03:48:19.765,0,1001.5
1712461699773,2024-04-07 03:48:19.773,0,1001.5
1712461699782,2024-04-07 03:48:19.782,0,1001.5
1712461699790,2024-04-07 03:48:19.790,0,1001.5
1712461699798,2024-04-07 03:48:19.798,0,1001.5
1712461699807,2024-04-07 03:48:19.807,0,1001.5
1712461699815,2024-04-07 03:48:19.815,0,1001.5
1712461699824,2024-04-07 03:48:19.824,0,1001.5
1712461699832,2024-04-07 03:48:19.832,0,1001.5
1712461699840,2024-04-07 03:48:19.840,0,1001.5
1712461699848,2024-04-07 03:48:19.848,0,1001.5
1712461699857,2024-04-07 03:48:19.857,0,1001.5
1712461699865,2024-04-07 03:48:19.865,0,1001.5
1712461699873,2024-04-07 03:48:19.873,0,1001.5
1712461699882,2024-04-07 03:48:19.882,0,1001.5
1712461699890,2024-04-07 03:48:19.890,0,1001.5
1712461699899,2024-04-07 03:48:19.899,0,1001.5
1712461699907,2024-04-07 03:48:19.907,0,1001.5
1712461699916,2024-04-07 03:48:19.916,0,1001.5
1712461699924,2024-04-07 03:48:19.924,0,1001.5
1712461699932,2024-04-07 03:48:19.932,0,1001.5
1712461699940,2024-04-07 03:48:19.940,0,1001.5
1712461699949,2024-04-07 03:48:19.949,0,1001.5
1712461699957,2024-04-07 03:48:19.957,0,1001.5
1712461699965,2024-04-07 03:48:19.965,0,1001.5
1712461699974,2024-04-07 03:48:19.974,0,1001.5
1712461699983,2024-04-07 03:48:19.983,0,1001.5
1712461699992,2024-04-07 03:48:19.992,0,1001.5
1712461700001,2024-04-07 03:48:20.001,0,1001.5
1712461700010,2024-04-07 03:48:20.010,0,1001.5
1712461700018,2024-04-07 03:48:20.018,0,1001.5
1712461700026,2024-04-07 03:48:20.026,0,1001.5
1712461700034,2024-04-07 03:48:20.034,0,1001.5
1712461700042,2024-04-07 03:48:20.042,0,1001.5
1712461700052,2024-04-07 03:48:20.052,0,1001.5
1712461700060,2024-04-07 03:48:20.060,0,1001.5
1712461700068,2024-04-07 03:48:20.068,0,1001.5
1712461700077,2024-04-07 03:48:20.077,0,1001.5
1712461700085,2024-04-07 03:48:20.085,0,1001.5
1712461700093,2024-04-07 03:48:20.093,0,1001.5
1712461700102,2024-04-07 03:48:20.102,0,1001.5
1712461700110,2024-04-07 03:48:20.110,0,1001.5
1712461700118,2024-04-07 03:48:20.118,0,1001.5
1712461700127,2024-04-07 03:48:20.127,0,1001.5
1712461700136,2024-04-07 03:48:20.136,0,1001.5
1712461700144,2024-04-07 03:48:20.144,0,1001.5
1712461700154,2024-04-07 03:48:20.154,0,1001.5
1712461700162,2024-04-07 03:48:20.162,0,1001.5
1712461700171,2024-04-07 03:48:20.171,0,1001.5
1712461700180,2024-04-07 03:48:20.180,0,1001.5
1712461700188,2024-04-07 03:48:20.188,0,1001.5
1712461700197,2024-04-07 03:48:20.197,0,1001.5
1712461700206,2024-04-07 03:48:20.206,0,1001.5
1712461700215,2024-04-07 03:48:20.215,0,1001.5
1712461700224,2024-04-07 03:48:20.224,0,1001.5
1712461700232,2024-04-07 03:48:20.232,0,1001.5
1712461700241,2024-04-07 03:48:20.241,0,1001.5
1712461700250,2024-04-07 03:48:20.250,0,1001.5
1712461700258,2024-04-07 03:48:20.258,0,1001.5
1712461700267,2024-04-07 03:48:20.267,0,1001.5
1712461700275,2024-04-07 03:48:20.275,0,1001.5
1712461700283,2024-04-07 03:48:20.283,0,1001.5
1712461700292,2024-04-07 03:48:20.292,0,1001.5
1712461700300,2024-04-07 03:48:20.300,0,1001.5
1712461700308,2024-04-07 03:48:20.308,0,1001.5
1712461700317,2024-04-07 03:48:20.317,0,1001.5
1712461700325,2024-04-07 03:48:20.325,0,1001.5
1712461700333,2024-04-07 03:48:20.333,0,1001.5
1712461700342,2024-04-07 03:48:20.342,0,1001.5
1712461700350,2024-04-07 03:48:20.350,0,1001.5
1712461700359,2024-04-07 03:48:20.359,0,1001.5
1712461700367,2024-04-07 03:48:20.367,0,1001.5
1712461700375,2024-04-07 03:48:20.375,0,1001.5
1712461700384,2024-04-07 03:48:20.384,0,1001.5
1712461700392,2024-04-07 03:48:20.392,0,1001.5
1712461700401,2024-04-07 03:48:20.401,0,1001.5
1712461700409,2024-04-07 03:48:20.409,0,1001.5
1712461700418,2024-04-07 03:48:20.418,0,1001.5
1712461700427,2024-04-07 03:48:20.427,0,1001.5
1712461700435,2024-04-07 03:48:20.435,0,1001.5
1712461700444,2024-04-07 03:48:20.444,0,1001.5
1712461700452,2024-04-07 03:48:20.452,0,1001.5
1712461700460,2024-04-07 03:48:20.460,0,1001.5
1712461700469,2024-04-07 03:48:20.469,0,1001.5
1712461700477,2024-04-07 03:48:20.477,0,1001.5
1712461700487,2024-04-07 03:48:20.487,0,1001.5
1712461700495,2024-04-07 03:48:20.495,0,1001.5
1712461700504,2024-04-07 03:48:20.504,0,1001.5
1712461700512,2024-04-07 03:48:20.512,0,1001.5
1712461700522,2024-04-07 03:48:20.522,0,1001.5
1712461700530,2024-04-07 03:48:20.530,0,1001.5
1712461700539,2024-04-07 03:48:20.539,0,1001.5
1712461700548,2024-04-07 03:48:20.548,0,1001.5
1712461700556,2024-04-07 03:48:20.556,0,1001.5
1712461700564,2024-04-07 03:48:20.564,0,1001.5
1712461700573,2024-04-07 03:48:20.573,0,1001.5
1712461700582,2024-04-07 03:48:20.582,0,1001.5
1712461700592,2024-04-07 03:48:20.592,0,1001.5
1712461700602,2024-04-07 03:48:20.602,0,1001.5
1712461700610,2024-04-07 03:48:20.610,0,1001.5
1712461700619,2024-04-07 03:48:20.619,0,1001.5
1712461700627,2024-04-07 03:48:20.627,0,1001.5
1712461700635,2024-04-07 03:48:20.635,0,1001.5
1712461700644,2024-04-07 03:48:20.644,0,1001.5
1712461700652,2024-04-07 03:48:20.652,0,1001.5
1712461700660,2024-04-07 03:48:20.660,0,1001.5
1712461700669,2024-04-07 03:48:20.669,0,1001.5
1712461700677,2024-04-07 03:48:20.677,0,1001.5
1712461700685,2024-04-07 03:48:20.685,0,1001.5
1712461700693,2024-04-07 03:48:20.693,0,1001.5
1712461700702,2024-04-07 03:48:20.702,0,1001.5
1712461700710,2024-04-07 03:48:20.710,0,1001.5
1712461700718,2024-04-07 03:48:20.718,0,1001.5
1712461700727,2024-04-07 03:48:20.727,0,1001.5
1712461700735,2024-04-07 03:48:20.735,0,1001.5
1712461700744,2024-04-07 03:48:20.744,0,1001.5
1712461700753,2024-04-07 03:48:20.753,0,1001.5
1712461700761,2024-04-07 03:48:20.761,0,1001.5
1712461700769,2024-04-07 03:48:20.769,0,1001.5
1712461700778,2024-04-07 03:48:20.778,0,1001.5
1712461700786,2024-04-07 03:48:20.786,0,1001.5
1712461700794,2024-04-07 03:48:20.794,0,1001.5
1712461700803,2024-04-07 03:48:20.803,0,1001.5
1712461700812,2024-04-07 03:48:20.812,0,1001.5
1712461700821,2024-04-07 03:48:20.821,0,1001.5
1712461700829,2024-04-07 03:48:20.829,0,1001.5
1712461700838,2024-04-07 03:48:20.838,0,1001.5
1712461700846,2024-04-07 03:48:20.846,0,1001.5
1712461700855,2024-04-07 03:48:20.855,0,1001.5
1712461700864,2024-04-07 03:48:20.864,0,1001.5
1712461700872,2024-04-07 03:48:20.872,0,1001.5
1712461700882,2024-04-07 03:48:20.882,0,1001.5
1712461700890,2024-04-07 03:48:20.890,0,1001.5
1712461700898,2024-04-07 03:48:20.898,0,1001.5
1712461700907,2024-04-07 03:48:20.907,0,1001.5
1712461700915,2024-04-07 03:48:20.915,0,1001.5
1712461700924,2024-04-07 03:48:20.924,0,1001.5
1712461700932,2024-04-07 03:48:20.932,0,1001.5
1712461700940,2024-04-07 03:48:20.940,0,1001.5
1712461700949,2024-04-07 03:48:20.949,0,1001.5
1712461700957,2024-04-07 03:48:20.957,0,1001.5
1712461700965,2024-04-07 03:48:20.965,0,1001.5
1712461700974,2024-04-07 03:48:20.974,0,1001.5
1712461700983,2024-04-07 03:48:20.983,0,1001.5
1712461700991,2024-04-07 03:48:20.991,0,1001.5
1712461700999,2024-04-07 03:48:20.999,0,1001.5
1712461701007,2024-04-07 03:48:21.007,0,1001.5
1712461701016,2024-04-07 03:48:21.016,0,1001.5
1712461701025,2024-04-07 03:48:21.025,0,1001.5
1712461701035,2024-04-07 03:48:21.035,0,1001.5
1712461701043,2024-04-07 03:48:21.043,0,1001.5
1712461701052,2024-04-07 03:48:21.052,0,1001.5
1712461701061,2024-04-07 03:48:21.061,0,1001.5
1712461701070,2024-04-07 03:48:21.070,0,1001.5
1712461701078,2024-04-07 03:48:21.078,0,1001.5
1712461701087,2024-04-07 03:48:21.087,0,1001.5
1712461701096,2024-04-07 03:48:21.096,0,1001.5
1712461701104,2024-04-07 03:48:21.104,0,1001.5
1712461701112,2024-04-07 03:48:21.112,0,1001.5
1712461701121,2024-04-07 03:48:21.121,0,1001.5
1712461701130,2024-04-07 03:48:21.130,0,1001.5
1712461701139,2024-04-07 03:48:21.139,0,1001.5
1712461701148,2024-04-07 03:48:21.148,0,1001.5
1712461701156,2024-04-07 03:48:21.156,0,1001.5
1712461701165,2024-04-07 03:48:21.165,0,1001.5
1712461701173,2024-04-07 03:48:21.173,0,1001.5
1712461701182,2024-04-07 03:48:21.182,0,1001.5
1712461701190,2024-04-07 03:48:21.190,0,1001.5
1712461701199,2024-04-07 03:48:21.199,0,1001.5
1712461701207,2024-04-07 03:48:21.207,0,1001.5
1712461701215,2024-04-07 03:48:21.215,0,1001.5
1712461701224,2024-04-07 03:48:21.224,0,1001.5
1712461701233,2024-04-07 03:48:21.233,0,1001.5
1712461701241,2024-04-07 03:48:21.241,0,1001.5
1712461701249,2024-04-07 03:48:21.249,0,1001.5
1712461701258,2024-04-07 03:48:21.258,0,1001.5
1712461701266,2024-04-07 03:48:21.266,0,1001.5
1712461701275,2024-04-07 03:48:21.275,0,1001.5
1712461701284,2024-04-07 03:48:21.284,0,1001.5
1712461701293,2024-04-07 03:48:21.293,0,1001.5
1712461701301,2024-04-07 03:48:21.301,0,1001.5
1712461701310,2024-04-07 03:48:21.310,0,1001.5
1712461701319,2024-04-07 03:48:21.319,0,1001.5
1712461701327,2024-04-07 03:48:21.327,0,1001.5
1712461701335,2024-04-07 03:48:21.335,0,1001.5
1712461701344,2024-04-07 03:48:21.344,0,1001.5
1712461701352,2024-04-07 03:48:21.352,0,1001.5
1712461701360,2024-04-07 03:48:21.360,0,1001.5
1712461701368,2024-04-07 03:48:21.368,0,1001.5
1712461701377,2024-04-07 03:48:21.377,0,1001.5
1712461701385,2024-04-07 03:48:21.385,0,1001.5
1712461701393,2024-04-07 03:48:21.393,0,1001.5
1712461701401,2024-04-07 03:48:21.401,0,1001.5
1712461701409,2024-04-07 03:48:21.409,0,1001.5
1712461701418,2024-04-07 03:48:21.418,0,1001.5
1712461701426,2024-04-07 03:48:21.426,0,1001.5
1712461701434,2024-04-07 03:48:21.434,0,1001.5
1712461701442,2024-04-07 03:48:21.442,0,1001.5
1712461701451,2024-04-07 03:48:21.451,0,1001.5
1712461701459,2024-04-07 03:48:21.459,0,1001.5
1712461701467,2024-04-07 03:48:21.467,0,1001.5
1712461701475,2024-04-07 03:48:21.475,0,1001.5
1712461701484,2024-04-07 03:48:21.484,0,1001.5
1712461701493,2024-04-07 03:48:21.493,0,1001.5
1712461701501,2024-04-07 03:48:21.501,0,1001.5
1712461701509,2024-04-07 03:48:21.509,0,1001.5
1712461701518,2024-04-07 03:48:21.518,0,1001.5
1712461701527,2024-04-07 03:48:21.527,0,1001.5
1712461701536,2024-04-07 03:48:21.536,0,1001.5
1712461701544,2024-04-07 03:48:21.544,0,1001.5
1712461701553,2024-04-07 03:48:21.553,0,1001.5
1712461701561,2024-04-07 03:48:21.561,0,1001.5
1712461701570,2024-04-07 03:48:21.570,0,1001.5
1712461701579,2024-04-07 03:48:21.579,0,1001.5
1712461701587,2024-04-07 03:48:21.587,0,1001.5
1712461701596,2024-04-07 03:48:21.596,0,1001.5
1712461701604,2024-04-07 03:48:21.604,0,1001.5
1712461701613,2024-04-07 03:48:21.613,0,1001.5
1712461701621,2024-04-07 03:48:21.621,0,1001.5
1712461701629,2024-04-07 03:48:21.629,0,1001.5
1712461701637,2024-04-07 03:48:21.637,0,1001.5
1712461701646,2024-04-07 03:48:21.646,0,1001.5
1712461701655,2024-04-07 03:48:21.655,0,1001.5
1712461701664,2024-04-07 03:48:21.664,0,1001.5
1712461701673,2024-04-07 03:48:21.673,0,1001.5
1712461701681,2024-04-07 03:48:21.681,0,1001.5
1712461701690,2024-04-07 03:48:21.690,0,1001.5
1712461701699,2024-04-07 03:48:21.699,0,1001.5
1712461701708,2024-04-07 03:48:21.708,0,1001.5
1712461701716,2024-04-07 03:48:21.716,0,1001.5
1712461701725,2024-04-07 03:48:21.725,0,1001.5
1712461701734,2024-04-07 03:48:21.734,0,1001.5
1712461701743,2024-04-07 03:48:21.743,0,1001.5
1712461701752,2024-04-07 03:48:21.752,0,1001.5
1712461701760,2024-04-07 03:48:21.760,0,1001.5
1712461701769,2024-04-07 03:48:21.769,0,1001.5
1712461701777,2024-04-07 03:48:21.777,0,1001.5
1712461701786,2024-04-07 03:48:21.786,0,1001.5
1712461701795,2024-04-07 03:48:21.795,0,1001.5
1712461701803,2024-04-07 03:48:21.803,0,1001.5
1712461701812,2024-04-07 03:48:21.812,0,1001.5
1712461701820,2024-04-07 03:48:21.820,0,1001.5
1712461701828,2024-04-07 03:48:21.828,0,1001.5
1712461701837,2024-04-07 03:48:21.837,0,1001.5
1712461701845,2024-04-07 03:48:21.845,0,1001.5
1712461701853,2024-04-07 03:48:21.853,0,1001.5
1712461701861,2024-04-07 03:48:21.861,0,1001.5
1712461701870,2024-04-07 03:48:21.870,0,1001.5
1712461701878,2024-04-07 03:48:21.878,0,1001.5
1712461701886,2024-04-07 03:48:21.886,0,1001.5
1712461701894,2024-04-07 03:48:21.894,0,1001.5
1712461701903,2024-04-07 03:48:21.903,0,1001.5
1712461701911,2024-04-07 03:48:21.911,0,1001.5
1712461701920,2024-04-07 03:48:21.920,0,1001.5
1712461701928,2024-04-07 03:48:21.928,0,1001.5
1712461701937,2024-04-07 03:48:21.937,0,1001.5
1712461701946,2024-04-07 03:48:21.946,0,1001.5
1712461701954,2024-04-07 03:48:21.954,0,1001.5
1712461701963,2024-04-07 03:48:21.963,0,1001.5
1712461701971,2024-04-07 03:48:21.971,0,1001.5
1712461701979,2024-04-07 03:48:21.979,0,1001.5
1712461701987,2024-04-07 03:48:21.987,0,1001.5
1712461701995,2024-04-07 03:48:21.995,0,1001.5
1712461702004,2024-04-07 03:48:22.004,0,1001.5
1712461702013,2024-04-07 03:48:22.013,0,1001.5
1712461702022,2024-04-07 03:48:22.022,0,1001.5
1712461702031,2024-04-07 03:48:22.031,0,1001.5
1712461702039,2024-04-07 03:48:22.039,0,1001.5
1712461702047,2024-04-07 03:48:22.047,0,1001.5
1712461702055,2024-04-07 03:48:22.055,0,1001.5
1712461702063,2024-04-07 03:48:22.063,0,1001.5
1712461702072,2024-04-07 03:48:22.072,0,1001.5
1712461702080,2024-04-07 03:48:22.080,0,1001.5
1712461702089,2024-04-07 03:48:22.089,0,1001.5
1712461702098,2024-04-07 03:48:22.098,0,1001.5
1712461702106,2024-04-07 03:48:22.106,0,1001.5
1712461702115,2024-04-07 03:48:22.115,0,1001.5
1712461702123,2024-04-07 03:48:22.123,0,1001.5
1712461702132,2024-04-07 03:48:22.132,0,1001.5
1712461702140,2024-04-07 03:48:22.140,0,1001.5
1712461702148,2024-04-07 03:48:22.148,0,1001.5
1712461702157,2024-04-07 03:48:22.157,0,1001.5
1712461702165,2024-04-07 03:48:22.165,0,1001.5
1712461702174,2024-04-07 03:48:22.174,0,1001.5
1712461702183,2024-04-07 03:48:22.183,0,1001.5
1712461702191,2024-04-07 03:48:22.191,0,1001.5
1712461702200,2024-04-07 03:48:22.200,0,1001.5
1712461702208,2024-04-07 03:48:22.208,0,1001.5
1712461702217,2024-04-07 03:48:22.217,0,1001.5
1712461702226,2024-04-07 03:48:22.226,0,1001.5
1712461702234,2024-04-07 03:48:22.234,0,1001.5
1712461702242,2024-04-07 03:48:22.242,0,1001.5
1712461702251,2024-04-07 03:48:22.251,0,1001.5
1712461702259,2024-04-07 03:48:22.259,0,1001.5
1712461702268,2024-04-07 03:48:22.268,0,1001.5
1712461702276,2024-04-07 03:48:22.276,0,1001.5
1712461702284,2024-04-07 03:48:22.284,0,1001.5
1712461702293,2024-04-07 03:48:22.293,0,1001.5
1712461702301,2024-04-07 03:48:22.301,0,1001.5
1712461702310,2024-04-07 03:48:22.310,0,1001.5
1712461702318,2024-04-07 03:48:22.318,0,1001.5
1712461702327,2024-04-07 03:48:22.327,0,1001.5
1712461702335,2024-04-07 03:48:22.335,0,1001.5
1712461702343,2024-04-07 03:48:22.343,0,1001.5
1712461702351,2024-04-07 03:48:22.351,0,1001.5
1712461702360,2024-04-07 03:48:22.360,0,1001.5
1712461702368,2024-04-07 03:48:22.368,0,1001.5
1712461702377,2024-04-07 03:48:22.377,0,1001.5
1712461702385,2024-04-07 03:48:22.385,0,1001.5
1712461702394,2024-04-07 03:48:22.394,0,1001.5
1712461702402,2024-04-07 03:48:22.402,0,1001.5
1712461702412,2024-04-07 03:48:22.412,0,1001.5
1712461702420,2024-04-07 03:48:22.420,0,1001.5
1712461702428,2024-04-07 03:48:22.428,0,1001.5
1712461702437,2024-04-07 03:48:22.437,0,1001.5
1712461702446,2024-04-07 03:48:22.446,0,1001.5
1712461702454,2024-04-07 03:48:22.454,0,1001.5
1712461702462,2024-04-07 03:48:22.462,0,1001.5
1712461702470,2024-04-07 03:48:22.470,0,1001.5
1712461702478,2024-04-07 03:48:22.478,0,1001.5
1712461702487,2024-04-07 03:48:22.487,0,1001.5
1712461702495,2024-04-07 03:48:22.495,0,1001.5
